qiskit,shp_reduced,multiedge,qiskit_dense,mhs_nonlinear,merging_states,mhs_nonlinear_alt,mhs_multi,test
26,462,285,26,227,300,253,83.0,
26,410,301,26,235,304,210,81.0,
26,461,304,26,244,298,229,85.0,
26,548,343,26,244,300,228,86.0,
26,476,282,26,242,301,207,61.0,
26,502,367,26,257,304,224,110.0,
26,556,315,26,243,298,235,116.0,
26,510,376,26,244,297,230,85.0,
26,527,291,26,244,302,241,68.0,
26,461,288,26,228,296,228,91.0,
26,483,387,26,261,300,213,93.0,
26,484,308,26,228,299,212,84.0,
26,447,290,26,243,301,255,80.0,
26,584,267,26,243,327,232,90.0,
26,465,330,26,232,324,221,86.0,
26,536,308,26,227,299,236,60.0,
26,541,284,26,244,301,219,64.0,
26,457,323,26,230,301,218,95.0,
26,579,313,26,228,299,244,64.0,
26,459,299,26,208,297,231,71.0,
26,445,326,26,230,300,248,73.0,
26,491,299,26,244,301,251,121.0,
26,535,290,26,230,302,224,62.0,
26,464,290,26,229,297,233,80.0,
26,546,283,26,232,303,253,79.0,
26,525,289,26,260,300,258,89.0,
26,482,334,26,227,298,228,77.0,
26,483,335,26,243,300,250,72.0,
26,445,287,26,244,299,242,70.0,
26,643,324,26,258,299,232,66.0,
26,436,286,26,261,327,218,83.0,
26,457,355,26,228,298,230,90.0,
26,517,352,26,226,299,239,106.0,
26,515,297,26,210,325,238,61.0,
26,549,309,26,245,299,230,67.0,
26,494,303,26,244,299,240,100.0,
26,464,322,26,212,323,217,83.0,
26,461,294,26,242,297,245,65.0,
26,468,326,26,227,298,230,53.0,
26,495,350,26,245,324,233,79.0,
26,539,293,26,258,298,201,79.0,
26,463,366,26,214,300,219,68.0,
26,480,339,26,246,297,205,96.0,
26,460,299,26,263,299,232,98.0,
26,463,280,26,246,299,233,63.0,
26,525,330,26,231,299,234,86.0,
26,458,323,26,211,302,208,60.0,
26,498,296,26,246,300,212,92.0,
26,484,293,26,228,300,214,105.0,
26,427,311,26,246,297,247,104.0,
26,608,288,26,243,298,254,60.0,
26,424,345,26,243,302,232,77.0,
26,440,278,26,243,298,243,78.0,
26,562,267,26,262,325,215,81.0,
26,462,362,26,227,300,219,82.0,
26,469,360,26,231,326,222,86.0,
26,545,285,26,241,298,249,54.0,
26,472,296,26,244,298,230,70.0,
26,478,347,26,229,298,236,75.0,
26,487,256,26,215,298,229,77.0,
26,493,328,26,237,296,238,89.0,
26,464,322,26,225,321,236,111.0,
26,465,308,26,258,299,213,92.0,
26,488,283,26,210,296,218,98.0,
26,487,253,26,246,324,215,104.0,
26,561,316,26,244,299,218,102.0,
26,594,328,26,229,298,253,98.0,
26,483,366,26,246,298,217,111.0,
26,508,279,26,229,326,228,93.0,
26,513,415,26,240,300,252,90.0,
26,491,283,26,229,302,208,70.0,
26,438,338,26,227,298,208,116.0,
26,499,342,26,227,295,231,98.0,
26,453,358,26,231,300,237,101.0,
26,509,323,26,245,300,232,108.0,
26,527,327,26,259,302,210,102.0,
26,455,313,26,223,297,255,66.0,
26,536,318,26,245,302,209,62.0,
26,543,337,26,247,300,254,110.0,
26,463,335,26,245,300,251,53.0,
26,540,286,26,258,302,233,68.0,
26,538,323,26,242,300,216,78.0,
26,507,283,26,241,302,206,72.0,
26,484,303,26,228,301,234,118.0,
26,592,278,26,244,302,247,81.0,
26,512,345,26,211,297,242,107.0,
26,524,291,26,249,302,222,83.0,
26,468,311,26,243,297,235,83.0,
26,462,299,26,227,297,228,81.0,
26,567,309,26,261,301,222,75.0,
26,487,349,26,231,301,237,113.0,
26,440,290,26,244,299,212,71.0,
26,444,319,26,244,302,233,83.0,
26,521,386,26,215,300,220,72.0,
26,570,291,26,227,300,217,61.0,
26,508,314,26,210,325,251,58.0,
26,514,300,26,260,300,210,119.0,
26,550,287,26,241,300,231,57.0,
26,563,289,26,228,326,211,97.0,
26,504,283,26,244,297,241,77.0,
26,424,337,26,259,298,241,90.0,
26,505,314,26,229,302,221,106.0,
26,523,331,26,226,300,219,127.0,
26,608,294,26,245,301,234,104.0,
26,475,320,26,246,301,249,83.0,
26,466,337,26,242,316,242,69.0,
26,441,302,26,245,302,212,80.0,
26,558,326,26,242,302,222,120.0,
26,510,317,26,231,301,279,86.0,
26,494,361,26,244,294,254,96.0,
26,499,294,26,229,323,237,86.0,
26,536,362,26,242,298,223,107.0,
26,541,293,26,242,299,236,64.0,
26,515,349,26,245,301,219,91.0,
26,428,278,26,213,323,219,70.0,
26,517,323,26,244,298,244,99.0,
26,524,308,26,246,324,225,87.0,
26,432,279,26,242,298,207,82.0,
26,478,301,26,243,299,244,76.0,
26,528,325,26,214,298,236,79.0,
26,494,349,26,247,325,233,117.0,
26,428,290,26,242,299,214,79.0,
26,464,311,26,227,299,210,90.0,
26,491,313,26,230,302,236,89.0,
26,465,315,26,230,301,238,65.0,
26,437,282,26,244,301,215,77.0,
26,480,280,26,231,300,241,65.0,
26,569,359,26,229,300,221,73.0,
26,464,310,26,228,323,205,78.0,
26,458,260,26,229,302,216,70.0,
26,469,309,26,228,298,222,84.0,
26,472,292,26,242,298,237,91.0,
26,465,291,26,248,301,226,75.0,
26,558,302,26,245,300,215,70.0,
26,514,327,26,245,300,218,87.0,
26,523,303,26,243,299,220,88.0,
26,511,334,26,231,300,232,141.0,
26,467,346,26,223,305,236,83.0,
26,467,284,26,225,326,226,113.0,
26,469,370,26,260,301,241,108.0,
26,452,330,26,260,299,244,90.0,
26,522,303,26,230,296,248,77.0,
26,461,295,26,227,299,209,99.0,
26,509,343,26,245,322,225,70.0,
26,515,287,26,243,300,224,97.0,
26,488,372,26,245,298,216,69.0,
26,466,253,26,227,301,263,103.0,
26,459,390,26,246,299,216,98.0,
26,490,300,26,245,329,208,123.0,
26,488,337,26,230,301,228,96.0,
26,496,272,26,245,299,250,120.0,
26,491,264,26,244,299,230,78.0,
26,609,317,26,259,297,215,117.0,
26,510,336,26,223,300,250,78.0,
26,483,298,26,242,297,212,83.0,
26,467,300,26,225,300,249,83.0,
26,518,331,26,258,298,236,81.0,
26,509,292,26,228,326,236,58.0,
26,557,328,26,229,303,217,71.0,
26,492,275,26,228,299,230,72.0,
26,465,285,26,227,305,207,76.0,
26,517,316,26,243,299,251,58.0,
26,473,337,26,243,302,243,63.0,
26,420,335,26,244,321,220,94.0,
26,560,276,26,243,300,251,100.0,
26,542,289,26,258,325,236,98.0,
26,517,350,26,245,301,248,118.0,
26,476,320,26,214,300,220,82.0,
26,507,275,26,244,300,225,95.0,
26,551,289,26,240,300,239,136.0,
26,461,355,26,215,299,213,69.0,
26,448,294,26,229,297,272,58.0,
26,494,358,26,228,323,235,108.0,
26,499,316,26,223,300,247,114.0,
26,481,300,26,243,299,226,77.0,
26,523,334,26,244,300,239,115.0,
26,465,289,26,261,299,221,84.0,
26,477,368,26,230,299,253,84.0,
26,562,329,26,228,323,245,75.0,
26,430,312,26,243,301,239,104.0,
26,464,291,26,244,299,235,79.0,
26,547,287,26,245,301,234,68.0,
26,423,257,26,242,322,213,93.0,
26,521,320,26,228,298,241,74.0,
26,571,304,26,231,299,236,81.0,
26,517,306,26,233,300,216,94.0,
26,444,310,26,244,301,212,68.0,
26,540,286,26,244,295,265,68.0,
26,452,335,26,248,303,220,85.0,
26,576,331,26,230,299,236,114.0,
26,542,375,26,227,302,218,67.0,
26,450,294,26,244,299,233,94.0,
26,580,318,26,260,301,237,92.0,
26,520,336,26,214,301,222,84.0,
26,439,343,26,246,298,237,89.0,
26,506,331,26,241,324,246,71.0,
26,455,396,26,246,301,232,96.0,
26,518,292,26,246,299,259,92.0,
26,485,405,26,246,301,238,94.0,
26,505,319,26,227,299,221,122.0,
26,468,287,26,245,300,236,73.0,
26,505,315,26,230,302,245,99.0,
26,463,284,26,243,320,220,75.0,
26,460,333,26,225,299,224,76.0,
26,453,326,26,243,301,240,96.0,
26,502,288,26,226,304,225,133.0,
26,574,337,26,242,299,219,66.0,
26,420,280,26,246,299,236,71.0,
26,546,288,26,240,301,224,63.0,
26,500,318,26,246,298,251,80.0,
26,465,327,26,244,302,209,83.0,
26,488,312,26,230,301,221,112.0,
26,439,320,26,229,299,246,73.0,
26,504,335,26,239,299,209,69.0,
26,437,281,26,228,296,251,90.0,
26,518,320,26,229,297,249,80.0,
26,495,344,26,244,299,233,72.0,
26,445,363,26,229,299,234,102.0,
26,562,348,26,226,302,220,103.0,
26,438,275,26,229,300,232,104.0,
26,482,291,26,226,321,211,60.0,
26,487,285,26,244,302,218,109.0,
26,510,339,26,244,302,218,85.0,
26,426,313,26,228,298,220,67.0,
26,464,318,26,248,298,216,69.0,
26,467,310,26,242,297,284,60.0,
26,505,322,26,243,296,231,107.0,
26,466,336,26,244,299,212,110.0,
26,480,410,26,247,301,233,70.0,
26,562,314,26,259,300,233,92.0,
26,470,324,26,214,299,236,81.0,
26,496,285,26,241,298,249,61.0,
26,494,349,26,242,300,235,101.0,
26,477,335,26,242,301,216,123.0,
26,590,294,26,241,299,248,53.0,
26,467,328,26,259,300,228,71.0,
26,561,367,26,229,297,250,99.0,
26,468,284,26,245,301,244,83.0,
26,453,343,26,245,300,206,83.0,
26,523,335,26,245,300,254,76.0,
26,625,353,26,214,298,209,78.0,
26,487,284,26,244,301,248,102.0,
26,481,326,26,232,299,251,86.0,
26,514,287,26,241,302,267,64.0,
26,423,279,26,244,301,222,65.0,
26,488,304,26,246,298,241,64.0,
26,447,279,26,240,299,222,72.0,
26,466,329,26,241,298,247,90.0,
26,445,291,26,245,300,255,69.0,
26,467,323,26,241,297,218,79.0,
26,463,348,26,246,301,250,117.0,
26,440,325,26,245,300,227,63.0,
26,463,298,26,228,298,231,56.0,
26,508,322,26,230,301,210,125.0,
26,464,360,26,211,302,223,68.0,
26,482,333,26,245,300,208,81.0,
26,583,300,26,260,304,233,110.0,
26,507,309,26,214,298,241,73.0,
26,438,384,26,230,299,233,92.0,
26,529,331,26,245,301,235,77.0,
26,556,284,26,230,299,248,78.0,
26,509,251,26,230,301,258,67.0,
26,518,305,26,245,300,218,84.0,
26,469,293,26,226,300,219,57.0,
26,508,324,26,262,300,248,115.0,
26,519,368,26,242,298,260,102.0,
26,424,315,26,214,299,240,76.0,
26,503,354,26,214,297,234,111.0,
26,514,296,26,246,303,230,77.0,
26,514,296,26,230,301,256,89.0,
26,484,304,26,246,299,237,95.0,
26,434,320,26,229,302,246,90.0,
26,482,322,26,245,297,224,88.0,
26,568,293,26,231,299,214,59.0,
26,439,320,26,261,299,222,83.0,
26,461,277,26,242,302,251,84.0,
26,506,319,26,245,299,233,107.0,
26,501,341,26,236,300,220,76.0,
26,532,291,26,260,301,220,68.0,
26,483,375,26,227,299,228,119.0,
26,484,302,26,225,318,239,91.0,
26,531,336,26,260,301,253,100.0,
26,454,277,26,259,302,236,85.0,
26,512,315,26,230,302,262,90.0,
26,477,298,26,262,297,249,89.0,
26,508,294,26,228,324,212,84.0,
26,426,326,26,246,300,242,97.0,
26,561,346,26,228,300,250,59.0,
26,453,344,26,259,302,234,87.0,
26,471,365,26,246,299,230,73.0,
26,454,330,26,213,296,222,103.0,
26,544,289,26,225,321,268,56.0,
26,460,300,26,260,298,215,73.0,
26,473,349,26,227,297,235,106.0,
26,461,320,26,243,301,256,102.0,
