qiskit,linear,linear_reduced,shp_reduced,mst_reduced,shp,mst,random,random_reduced,graycode_reduced,gleinig,gleinig_qwalk,btree_qwalk,greedy_linear,hamming_weight_qwalk,greedy_insertion,brute_force_linear,greedy_tree
120,743,48,20,29,734,734,749,72,46,23,34,33,18,76,27,18,20
118,758,56,38,51,744,742,760,65,47,33,43,51,30,60,40,22,37
118,743,45,38,48,737,734,752,85,35,24,37,59,38,74,27,27,35
120,757,54,38,52,744,741,749,55,36,22,39,70,41,38,32,23,36
120,755,49,37,50,744,744,746,66,36,25,38,59,36,53,35,28,37
120,752,67,41,38,746,741,760,77,53,21,48,50,35,49,34,25,41
120,756,49,43,57,748,748,756,60,55,22,32,50,36,55,23,25,37
120,750,44,48,37,748,742,765,67,40,25,24,62,33,45,27,26,34
120,748,44,33,26,738,738,760,84,59,17,32,32,30,80,32,22,31
120,755,58,48,57,743,743,754,59,51,25,36,38,29,54,37,27,36
118,755,60,41,62,746,741,754,59,60,26,39,72,43,52,37,27,41
120,744,48,35,44,744,737,753,71,37,27,38,56,38,35,29,24,37
120,750,61,20,39,738,734,748,69,81,20,29,68,26,38,19,18,31
120,756,56,35,52,746,743,762,63,47,29,38,27,39,70,34,22,44
108,741,37,35,32,738,739,757,75,43,18,33,33,37,55,22,22,33
120,761,54,34,42,748,744,752,72,54,26,47,39,33,49,35,28,35
120,750,58,39,61,745,740,750,74,62,23,39,60,30,43,21,21,27
120,760,63,40,53,746,740,753,61,51,30,58,43,52,103,29,27,36
120,747,51,32,39,739,737,749,71,52,22,47,35,37,54,32,23,30
120,760,62,43,49,748,746,752,67,65,30,41,63,41,55,33,28,34
120,747,53,42,52,749,744,756,80,34,27,44,35,41,27,22,22,34
120,751,36,50,47,747,740,747,56,58,21,32,46,26,47,34,23,32
120,742,43,30,42,743,739,751,54,63,26,54,59,38,47,29,23,36
120,752,45,43,30,748,742,758,68,45,16,35,57,42,47,38,25,42
120,751,54,37,39,743,741,756,58,45,21,43,26,36,28,21,24,42
120,747,50,37,32,742,737,750,92,86,20,41,57,35,48,25,22,30
120,756,70,43,51,746,741,753,63,56,31,39,61,35,44,33,27,30
120,748,61,51,41,740,736,744,66,59,29,39,64,37,29,28,26,33
120,754,54,41,57,744,741,760,73,39,33,35,44,37,45,32,27,47
120,754,58,37,42,745,744,751,61,74,27,49,38,39,28,34,23,41
120,764,54,48,52,744,741,744,64,35,25,48,59,38,68,40,30,37
120,748,59,31,48,741,737,744,69,39,24,39,60,52,32,26,26,34
120,747,51,28,47,741,739,765,80,47,22,41,54,36,53,31,25,29
120,746,60,31,31,736,736,753,63,44,21,39,44,40,43,21,18,32
120,758,60,41,54,748,746,756,69,43,27,44,50,29,65,36,25,38
120,748,48,45,36,744,738,752,43,40,27,38,35,23,61,29,21,38
118,742,35,43,41,740,738,750,51,57,27,35,60,41,30,29,22,34
120,751,56,52,52,750,744,750,71,48,28,50,66,36,70,32,32,40
120,755,60,41,58,749,749,760,64,56,34,53,54,41,44,32,30,46
120,750,50,35,43,742,740,750,52,49,26,51,50,47,66,30,20,42
120,745,39,43,30,737,738,756,75,48,27,57,32,31,62,27,21,56
120,754,49,44,56,751,744,749,70,54,29,52,60,50,47,36,25,45
120,751,47,50,54,746,741,750,49,61,25,38,45,39,62,35,27,42
120,745,45,35,43,741,738,756,74,67,21,45,46,26,44,23,24,42
120,766,59,41,36,748,744,756,79,47,23,42,65,29,55,35,26,33
120,754,63,50,45,746,743,749,50,46,24,39,57,31,48,34,24,37
120,757,60,48,56,744,743,752,52,56,33,37,39,27,76,41,21,35
120,759,62,47,47,750,745,762,79,51,27,27,41,46,62,34,29,24
120,758,68,66,60,752,747,755,76,56,24,60,62,36,62,42,26,50
120,756,58,39,45,742,739,746,42,59,24,45,49,31,47,27,26,31
120,748,59,39,62,742,736,746,52,55,34,34,51,45,64,27,17,34
120,748,41,37,51,741,740,750,67,59,27,30,64,34,30,29,27,23
120,761,55,28,41,743,742,764,68,55,22,43,36,40,35,45,26,30
120,748,62,30,40,745,741,752,52,59,27,53,53,32,79,23,27,44
120,746,41,39,30,746,740,760,65,52,18,37,27,37,32,23,22,30
114,750,45,39,51,742,740,764,52,57,22,36,41,45,36,35,27,41
120,750,52,24,39,738,737,744,72,52,23,37,55,45,55,28,23,34
120,745,41,39,38,743,740,743,69,43,22,42,63,35,80,23,23,38
120,753,59,35,34,742,740,744,56,57,29,32,49,38,43,29,27,27
120,756,51,41,47,750,748,758,54,58,30,49,61,42,38,34,29,40
120,753,45,45,55,751,747,753,54,51,23,39,41,42,43,33,29,36
120,746,67,27,26,734,732,744,75,22,28,31,73,28,71,47,18,28
120,746,45,44,41,739,738,756,72,50,27,53,58,46,36,29,21,38
120,744,45,44,39,743,740,752,66,54,26,50,58,30,48,44,25,45
120,753,57,52,51,749,747,759,63,72,24,41,51,38,49,25,29,38
120,750,52,30,39,746,742,751,90,60,27,34,42,37,39,33,26,36
120,747,43,45,38,748,744,749,47,47,29,37,49,32,40,26,24,35
120,745,62,37,31,740,735,741,100,74,22,41,78,57,79,27,17,24
120,767,62,50,57,745,743,758,58,56,24,44,46,47,59,29,27,56
120,756,45,50,47,748,742,752,55,53,43,34,67,41,48,33,24,33
120,750,47,41,58,745,746,757,58,61,32,39,47,37,25,36,29,31
120,744,57,35,68,742,739,749,75,66,26,30,55,69,43,30,27,33
108,747,50,35,52,742,740,751,97,58,23,31,39,62,31,38,29,34
120,747,60,35,37,743,742,752,62,33,28,57,67,41,48,27,29,36
120,752,56,37,37,744,738,748,69,68,30,57,43,40,60,35,32,49
120,753,38,59,59,746,742,750,58,43,26,38,53,49,42,33,34,26
120,741,36,33,41,738,736,744,59,58,25,38,86,41,39,29,27,34
120,751,45,40,54,745,743,765,42,45,24,38,65,27,43,25,23,35
120,745,39,44,50,740,740,756,67,34,23,30,64,48,28,30,20,29
114,750,41,44,44,742,735,749,69,47,26,30,40,35,50,27,30,37
120,755,60,39,39,742,743,756,70,54,30,37,48,31,35,20,25,27
120,754,58,28,37,741,741,762,73,47,18,26,39,41,52,32,25,26
120,746,74,67,45,736,731,754,54,30,23,41,87,37,40,16,16,17
120,762,64,26,35,740,739,770,56,51,30,45,90,50,55,35,21,41
120,751,64,48,49,742,739,757,80,69,27,34,65,35,34,28,30,28
120,754,51,56,55,752,744,762,70,47,24,54,51,32,75,33,26,40
120,748,51,33,38,741,736,750,82,48,20,58,52,35,47,38,26,43
90,744,54,20,29,734,734,747,46,68,12,18,27,33,48,36,19,21
120,758,43,39,46,743,740,761,81,41,22,39,57,47,52,25,25,30
120,750,50,40,51,741,739,751,74,48,21,37,64,52,51,29,20,34
120,752,54,28,47,743,742,759,46,43,16,35,33,36,37,24,24,29
120,746,38,41,40,745,740,763,40,52,22,51,47,38,47,33,26,46
120,748,45,48,34,743,739,754,76,43,34,48,75,29,45,25,24,49
120,751,65,48,55,743,738,758,62,52,23,42,60,44,34,20,26,41
120,758,62,41,46,747,743,754,99,93,32,34,53,38,57,38,31,37
118,747,58,35,32,739,737,759,87,32,25,56,50,36,53,23,23,47
120,750,54,48,39,744,740,768,56,53,36,32,60,30,55,40,22,32
120,752,54,35,64,744,738,747,75,34,20,43,103,34,34,22,21,28
116,754,49,39,41,744,744,754,67,67,29,49,79,30,31,33,24,38
120,745,48,62,40,747,740,752,84,56,23,34,64,38,66,23,25,30
120,745,37,57,43,748,741,758,69,54,30,40,49,34,56,34,29,32
120,738,30,20,42,736,732,742,73,28,15,28,71,39,50,15,15,25
120,750,43,41,47,750,742,751,64,45,30,35,35,36,26,28,25,35
116,747,40,46,43,742,738,760,47,54,18,34,49,30,44,23,25,33
120,747,50,24,38,740,740,760,73,50,20,25,43,39,34,21,22,26
120,761,48,30,34,744,744,745,66,49,22,60,48,36,58,24,26,60
120,754,58,37,43,746,743,762,62,45,29,44,50,36,31,35,28,42
120,756,48,52,51,746,746,763,56,43,32,38,67,40,44,34,29,28
120,749,43,37,48,741,741,751,51,41,19,43,55,36,45,34,23,42
120,744,38,37,39,744,744,764,77,40,21,36,28,46,32,33,23,37
120,748,50,41,40,739,737,750,72,39,25,45,41,37,20,27,26,39
120,739,34,26,38,735,736,741,43,41,23,36,29,18,44,15,16,30
120,744,39,39,45,741,739,752,71,53,20,43,35,26,45,22,19,40
120,758,70,45,57,752,748,751,65,70,23,54,60,44,53,34,28,44
120,751,47,36,52,749,745,754,79,53,28,33,48,32,55,26,28,40
120,749,50,44,52,745,744,751,57,47,21,49,59,27,56,36,21,47
120,755,51,48,51,747,743,756,54,49,29,38,37,43,41,41,26,41
118,747,52,44,50,744,740,749,58,50,28,47,52,35,57,22,24,39
120,743,37,28,41,743,742,752,74,35,20,34,31,28,46,30,24,34
118,750,41,37,46,742,741,750,70,47,30,29,56,41,47,30,29,34
120,747,62,45,33,740,739,756,74,59,24,38,62,33,56,28,20,40
120,754,45,70,47,748,740,756,93,49,21,42,48,27,38,26,24,20
118,751,47,37,38,745,741,762,66,49,32,30,56,56,40,32,23,33
120,749,54,36,48,742,736,750,51,40,24,32,88,33,34,26,24,25
120,758,49,39,34,743,742,764,52,43,29,28,37,36,38,24,27,40
120,757,59,50,58,747,743,753,69,52,22,52,55,31,41,23,26,39
120,752,58,45,43,750,745,760,65,41,26,41,50,38,59,34,24,29
120,752,57,40,48,744,741,751,70,49,25,48,32,43,43,41,24,35
120,745,47,58,31,740,734,750,52,39,18,31,45,36,51,23,21,33
120,754,54,46,48,747,745,760,61,51,23,46,75,42,53,34,24,49
120,756,51,44,62,752,746,752,58,45,32,37,46,32,69,37,29,50
120,754,56,42,54,740,739,754,73,59,26,48,53,25,51,22,25,38
120,752,56,44,30,739,736,750,72,62,19,36,30,44,55,36,21,36
114,744,38,34,30,739,731,751,69,48,18,59,56,33,44,19,20,28
120,755,68,51,56,747,740,755,56,40,25,30,58,28,49,22,24,26
120,753,56,30,49,745,742,762,79,58,28,46,63,35,35,34,26,42
120,755,56,30,48,743,743,763,69,65,21,35,40,32,56,41,26,39
120,753,58,52,42,748,742,752,67,49,31,60,55,39,48,35,28,46
120,762,66,25,33,741,740,755,62,45,38,45,51,32,62,29,23,46
120,753,49,53,51,748,741,768,75,43,20,25,35,40,61,23,27,28
120,742,54,43,44,740,734,746,83,54,29,43,66,33,45,24,23,26
120,747,50,35,37,740,739,756,51,52,23,41,34,29,59,31,22,38
120,747,68,34,30,739,736,750,83,43,19,47,71,26,47,38,18,35
120,745,47,24,33,739,739,750,74,55,19,22,44,42,67,19,19,23
120,754,51,60,45,746,742,754,74,47,31,34,71,34,49,32,28,40
120,755,91,41,42,742,742,757,88,34,32,57,62,75,70,21,23,34
120,746,41,31,32,734,733,747,59,37,17,29,32,28,41,30,19,20
120,756,57,57,44,748,742,752,62,51,26,44,51,40,46,43,22,33
120,748,52,35,35,740,739,756,59,50,23,24,35,34,49,28,29,24
120,753,48,50,43,747,747,764,60,47,28,39,40,41,50,35,34,33
120,753,58,41,48,743,741,760,62,37,20,31,40,28,35,32,25,29
120,749,50,44,36,743,740,758,67,50,30,38,52,38,46,40,29,42
120,747,43,33,44,737,738,751,41,48,25,36,36,35,34,38,21,25
120,760,53,49,48,748,744,752,65,57,34,38,59,33,53,26,25,43
120,754,49,35,39,742,741,748,47,47,21,48,36,37,41,30,23,46
58,746,29,38,55,743,741,747,52,58,19,27,45,30,25,23,23,25
120,758,69,47,57,743,740,763,54,52,22,65,50,44,52,32,24,44
120,747,48,40,39,738,734,759,66,49,23,62,60,34,52,34,26,39
120,750,52,39,50,746,745,754,60,54,28,42,48,41,79,32,34,45
90,750,49,24,39,739,736,746,52,36,25,35,54,24,45,33,22,31
120,754,41,37,37,741,737,754,73,34,28,39,34,47,34,23,24,27
120,751,65,35,46,743,740,760,67,47,19,25,34,25,29,32,23,22
120,745,46,43,36,737,736,753,58,39,30,27,43,35,29,27,25,39
120,752,56,43,45,747,744,757,63,56,28,47,54,45,43,30,31,46
112,744,28,41,53,746,744,747,57,85,22,44,48,37,24,26,22,36
120,749,45,48,59,743,741,755,59,58,29,41,51,37,32,35,21,47
120,745,60,32,37,742,740,746,59,52,29,43,71,53,37,19,21,45
120,752,47,35,36,740,736,756,76,51,32,48,51,36,39,28,26,39
120,746,45,37,48,746,741,754,71,60,26,38,62,44,58,34,26,34
120,754,55,41,37,748,744,745,50,48,22,36,53,42,55,25,26,32
120,745,48,38,40,746,738,748,55,50,29,38,48,37,42,21,25,25
120,748,52,42,44,740,738,758,58,43,39,34,61,45,50,35,22,30
120,760,69,35,37,739,739,755,51,51,20,44,46,37,60,22,25,38
118,762,60,55,53,751,749,752,68,36,23,37,49,43,51,34,34,41
120,744,37,47,51,744,738,744,47,52,31,44,54,33,42,41,25,32
120,741,40,64,50,739,736,756,92,41,17,20,68,46,21,21,17,20
120,754,46,28,44,743,740,760,57,40,30,40,48,36,39,31,22,34
118,758,48,54,44,750,748,758,58,56,19,40,53,34,48,23,30,38
120,742,68,31,20,735,735,752,85,44,19,41,50,48,40,19,16,19
120,762,62,43,44,748,748,762,71,68,24,51,64,45,38,40,29,50
120,748,42,33,47,741,737,750,69,59,28,40,56,28,57,22,24,32
120,748,41,39,36,744,740,747,38,36,20,46,44,39,33,33,22,38
120,746,68,27,33,737,738,748,87,64,23,40,46,20,36,22,20,34
118,756,55,66,51,751,745,752,81,60,30,36,52,45,70,31,36,34
120,754,66,39,49,742,741,756,81,36,30,54,45,41,60,34,25,43
120,760,94,35,39,740,739,755,96,64,26,32,84,46,80,37,30,28
120,750,34,37,38,742,740,752,92,62,17,33,38,33,43,30,24,36
120,754,49,50,41,746,742,746,53,63,31,38,36,65,64,33,28,45
120,752,60,26,53,741,739,751,70,41,25,32,50,42,40,22,23,36
120,750,62,35,43,740,737,751,53,43,26,46,54,52,47,34,26,27
120,759,60,41,32,745,745,762,70,55,29,48,43,41,61,45,28,38
120,746,56,29,58,740,738,754,89,65,28,31,67,29,78,28,24,31
120,762,55,45,47,750,749,757,67,68,33,51,34,43,57,27,30,32
120,744,56,34,37,740,740,742,67,41,27,39,36,25,69,28,24,37
120,745,48,39,52,745,738,748,84,51,35,39,49,44,39,32,30,40
120,745,59,40,39,738,738,752,70,50,19,53,32,29,55,34,26,34
120,746,50,40,40,739,734,753,58,39,22,31,45,44,51,30,27,25
120,750,73,43,51,747,739,752,79,44,20,23,58,26,48,17,20,25
120,748,50,40,40,747,744,756,44,68,24,41,61,43,89,35,25,35
120,750,43,56,53,753,745,753,57,53,38,42,47,36,58,25,26,46
112,757,48,54,54,752,746,753,59,55,29,35,50,36,58,26,31,35
120,748,71,31,39,738,736,754,57,59,20,20,73,54,56,19,21,20
120,742,67,31,43,740,736,749,71,50,21,37,67,33,37,35,23,26
120,747,62,41,49,746,746,749,71,66,22,33,51,39,62,31,28,34
120,754,49,35,52,741,740,752,57,41,21,39,47,25,54,17,18,36
120,742,47,28,40,742,737,741,80,39,21,54,62,37,26,21,21,23
120,760,72,35,41,740,741,761,57,44,19,34,38,40,57,32,24,34
120,742,37,26,37,742,742,752,80,51,18,46,34,36,33,22,23,40
120,753,58,38,57,747,739,766,67,64,25,38,52,40,50,24,23,41
120,739,35,38,35,734,732,745,40,30,16,33,41,27,19,25,23,28
120,752,56,52,51,748,746,749,63,59,29,36,69,47,49,31,28,29
120,763,68,40,47,745,745,754,63,58,26,37,70,38,37,28,29,25
120,750,56,30,32,742,742,754,74,54,27,47,50,30,49,29,24,31
120,760,61,39,46,744,740,747,54,58,20,45,55,41,62,46,26,43
116,752,44,41,37,748,741,748,70,45,27,35,55,30,36,32,25,27
120,744,57,43,27,737,735,745,65,39,25,24,43,31,71,28,21,27
120,755,51,43,54,746,745,756,78,51,25,42,53,41,43,36,28,48
120,746,40,34,40,743,738,748,71,45,20,29,43,30,33,30,22,32
120,744,39,24,28,740,737,751,82,42,19,25,61,39,32,28,21,20
120,755,58,32,55,748,747,750,73,54,36,52,70,40,57,32,26,47
120,756,60,49,38,746,744,750,79,60,29,41,54,46,59,31,27,41
106,751,47,44,41,741,742,754,59,36,28,26,54,37,43,32,21,29
120,752,51,61,55,749,742,751,51,34,24,34,67,32,37,29,26,38
120,753,48,52,57,746,745,749,60,48,23,35,52,30,56,35,27,27
120,759,61,51,54,749,743,762,49,47,30,41,49,41,54,35,26,33
120,751,47,40,52,745,744,757,61,47,32,37,50,40,22,26,30,29
120,753,47,46,39,741,741,754,61,56,30,46,62,58,43,32,23,40
114,760,52,51,42,743,742,752,59,46,22,37,40,42,81,34,26,33
120,758,66,47,34,744,742,754,77,53,23,32,56,37,43,23,27,48
120,758,83,34,65,746,742,749,80,55,21,31,69,74,33,22,24,30
120,752,54,52,52,750,747,753,57,54,29,41,36,41,39,32,24,41
120,741,24,42,43,739,740,746,51,37,18,25,26,32,22,23,20,29
120,749,49,46,53,742,735,747,58,46,34,38,42,45,42,29,29,42
120,744,39,42,32,737,735,752,78,35,23,28,33,46,55,26,20,32
120,753,44,36,42,751,744,756,48,54,20,38,65,35,48,33,28,41
114,757,71,39,45,744,744,761,70,47,33,44,45,46,48,30,31,49
86,743,39,43,31,738,736,748,54,42,23,32,61,41,35,27,21,25
120,746,80,76,63,742,739,750,74,75,31,53,94,41,45,29,26,49
120,752,55,26,36,741,739,751,34,40,21,57,37,41,68,26,23,49
58,756,78,33,32,738,736,751,65,48,19,34,49,33,64,20,19,26
120,748,61,48,43,743,739,742,58,61,20,29,49,29,73,40,23,27
118,754,45,43,44,750,750,753,66,45,24,47,49,37,29,37,29,51
120,753,56,24,45,738,736,754,67,45,18,26,60,41,58,40,24,26
120,760,65,60,36,745,744,754,66,53,27,36,50,29,47,34,25,38
118,749,54,50,44,748,746,751,59,58,22,43,40,36,59,27,27,32
120,758,49,41,57,746,743,752,72,64,34,36,39,37,48,34,29,34
120,755,48,42,51,747,742,754,65,52,30,46,46,28,59,33,25,37
120,748,43,26,40,741,736,752,77,55,19,38,63,45,40,21,20,30
120,754,58,35,39,740,740,761,83,58,18,34,31,38,36,20,23,35
120,744,38,56,35,741,737,748,103,60,17,32,31,36,31,26,20,28
120,754,58,41,45,748,742,756,56,61,25,44,80,35,56,40,24,36
120,751,45,39,52,743,744,750,60,44,23,37,47,40,48,33,22,38
104,746,38,44,41,739,736,747,78,60,24,43,42,38,65,21,22,39
120,755,69,38,50,745,743,755,60,51,24,56,61,31,65,43,24,47
120,761,51,40,40,746,742,768,62,47,23,50,38,39,63,23,25,51
120,752,46,42,31,740,734,754,55,33,22,30,87,29,44,20,20,18
120,754,38,28,44,742,742,752,62,54,26,39,51,31,39,30,26,41
120,749,85,37,48,743,740,748,76,48,20,21,52,39,37,28,20,27
120,748,30,48,34,740,737,752,97,41,23,39,50,38,46,23,23,40
120,754,51,39,48,742,741,751,67,54,20,40,43,37,53,29,24,25
120,748,50,50,42,746,739,754,72,59,29,42,42,56,45,32,26,41
120,748,41,50,39,746,744,753,68,41,39,34,42,49,44,30,30,34
106,742,43,22,39,737,736,759,45,46,24,45,59,34,40,27,20,42
120,751,64,24,31,739,736,757,72,56,31,39,50,26,40,22,22,42
