qiskit,linear,linear_reduced,shp_reduced,mst_reduced,shp,mst
108,462,50,27,39,447,455
114,463,52,24,61,453,460
92,458,40,39,45,459,467
106,465,54,24,39,450,456
108,458,47,30,34,449,453
114,465,56,27,58,455,461
112,456,45,18,67,450,456
110,457,26,29,32,449,461
114,459,40,26,38,452,452
114,458,48,22,41,452,460
114,461,41,37,32,456,457
102,453,18,22,35,448,452
112,469,61,37,47,454,460
110,464,46,24,50,455,459
114,460,43,32,22,451,447
114,455,48,20,37,449,460
114,457,50,37,47,454,461
113,470,51,43,50,462,458
112,454,26,47,43,458,457
112,462,73,22,34,454,452
114,459,49,29,39,447,457
114,457,28,33,38,450,458
110,465,56,31,58,457,463
112,457,38,30,32,449,447
112,460,52,26,38,453,454
110,473,60,24,46,450,463
114,459,50,51,54,460,457
114,462,53,27,42,452,459
108,461,52,26,43,455,458
108,461,41,26,32,456,461
112,457,48,42,56,451,453
114,464,45,30,40,459,458
112,463,30,24,31,451,455
108,450,21,18,34,445,451
114,458,32,38,42,457,460
110,464,36,32,51,461,462
104,459,58,42,42,452,457
110,458,38,31,30,450,458
114,452,38,25,32,447,451
108,462,53,58,38,456,457
113,467,56,33,46,454,466
114,460,63,16,29,443,448
112,456,35,33,35,450,451
110,463,75,20,44,449,457
114,461,51,36,36,455,457
113,458,56,43,63,454,458
112,468,47,24,24,451,455
114,454,37,35,48,454,460
106,467,56,41,46,459,460
114,468,47,50,50,462,469
114,469,48,37,47,456,469
106,459,43,26,34,452,454
109,466,52,31,45,449,455
114,464,39,37,43,457,459
108,455,37,30,62,452,461
108,455,35,24,41,450,454
112,461,52,36,22,453,449
112,466,38,37,43,453,456
112,462,30,37,39,455,457
112,460,37,33,32,452,459
114,464,52,28,24,455,457
108,458,39,46,49,456,457
102,460,39,41,60,452,460
106,472,55,33,34,449,455
114,459,38,29,41,456,459
104,464,45,33,45,451,461
114,457,47,14,57,445,458
110,462,36,24,35,449,455
109,461,41,22,41,448,466
114,467,47,26,68,456,465
114,463,42,34,52,456,463
113,460,29,28,46,458,462
110,454,23,20,30,447,455
110,462,45,39,51,458,462
114,454,27,27,27,453,451
108,459,37,28,34,454,457
112,464,54,30,35,457,461
110,461,40,35,40,452,466
104,454,47,26,26,452,460
113,454,42,35,54,456,460
114,455,39,18,38,445,454
114,463,45,25,39,453,453
112,461,43,39,40,456,459
106,457,46,33,39,457,462
114,467,59,33,22,449,449
110,461,35,28,40,455,459
114,458,38,20,32,450,448
114,462,41,20,37,449,456
114,461,40,45,55,462,469
110,460,50,41,32,451,454
114,456,36,40,38,450,455
92,450,20,38,35,447,453
114,458,72,36,34,446,453
108,467,49,38,58,456,464
114,462,43,36,33,456,456
110,466,34,31,40,451,455
114,455,36,37,37,448,447
114,464,66,18,34,443,448
104,458,27,33,51,452,457
112,470,51,43,46,457,461
92,455,56,28,63,455,458
114,452,47,23,34,448,452
112,461,41,38,43,458,463
114,461,43,33,35,451,455
114,458,41,18,35,445,453
109,459,50,44,55,452,460
114,468,48,28,53,452,464
114,466,43,26,33,457,457
102,462,45,24,41,450,454
112,468,47,28,47,456,466
102,466,47,39,58,461,464
114,460,39,16,24,444,450
114,458,39,26,52,454,460
112,454,37,35,44,454,458
114,465,47,26,43,455,460
114,456,37,36,40,454,459
112,458,40,33,50,455,458
110,465,49,46,34,455,457
103,451,26,31,34,450,449
114,462,45,31,24,447,451
114,462,53,56,40,460,456
112,463,43,22,41,451,459
108,458,30,37,44,455,460
114,468,60,30,34,455,466
98,460,40,35,41,452,454
113,454,43,14,40,443,450
110,464,50,26,39,451,455
84,454,49,29,44,448,453
114,453,25,29,22,449,450
114,465,56,22,34,448,457
84,459,50,20,62,448,457
110,466,45,26,34,452,453
100,458,41,22,32,449,456
112,469,59,35,65,453,455
114,455,45,33,63,453,451
108,456,33,31,37,456,463
110,463,44,37,44,454,458
114,455,35,31,48,449,449
114,462,52,37,35,454,456
114,453,32,33,66,454,460
112,458,39,33,34,452,457
114,455,26,14,22,442,448
114,458,39,41,34,457,460
112,465,36,32,47,460,470
108,462,84,27,36,449,455
114,461,54,39,51,458,463
100,459,30,35,30,453,453
114,459,37,38,39,449,460
106,460,33,39,53,459,461
114,468,49,32,40,459,466
106,462,35,24,28,448,460
112,458,41,33,24,449,455
106,460,32,45,42,455,460
114,459,63,31,47,450,453
114,465,56,20,20,446,446
114,458,39,24,55,453,464
114,464,36,37,47,456,463
110,463,43,26,32,455,459
112,461,50,33,64,451,454
106,457,30,32,52,450,456
114,466,49,35,40,453,455
112,465,38,35,42,452,457
114,460,40,22,35,451,457
114,461,29,22,28,449,453
112,463,45,28,45,454,456
94,473,46,20,29,447,448
94,456,37,33,44,452,457
114,454,28,24,30,450,454
106,464,43,35,45,459,463
114,458,101,30,34,451,465
108,459,38,31,67,453,465
96,457,40,31,44,450,457
114,459,40,33,28,450,451
114,466,49,35,49,452,464
114,459,39,24,44,457,470
114,461,51,26,40,447,462
114,463,44,47,49,457,463
114,462,50,24,42,452,456
114,450,20,28,36,448,454
106,457,49,35,62,453,462
106,460,36,33,45,450,465
110,462,58,19,47,448,452
114,462,42,27,33,455,450
104,458,37,28,45,450,462
106,460,40,20,18,449,451
114,466,56,14,26,446,452
108,465,46,33,49,454,456
112,455,17,33,57,451,458
102,458,32,20,30,448,452
110,458,28,27,32,453,463
102,464,45,18,26,447,453
106,460,52,40,25,458,457
112,463,45,30,40,449,452
102,464,54,26,47,448,460
114,470,51,26,53,456,466
114,466,56,49,42,457,462
114,458,72,27,34,448,451
112,460,40,22,50,450,458
110,462,45,53,46,465,468
114,455,30,33,44,449,454
114,457,46,20,12,450,446
114,459,40,33,24,450,455
110,461,29,20,35,448,453
110,467,47,33,44,451,462
112,466,35,31,52,452,462
114,457,46,30,41,447,454
114,471,49,28,51,455,464
112,451,31,29,54,450,449
106,464,56,24,31,449,448
108,458,45,20,34,450,454
98,465,43,26,32,453,458
100,461,41,31,68,453,451
112,459,32,30,28,456,459
112,460,48,22,41,449,459
114,457,37,37,41,455,461
110,460,51,41,70,448,450
106,463,54,31,43,453,458
110,462,34,44,42,453,452
112,456,36,35,37,452,457
106,459,29,66,62,453,455
96,456,48,26,47,450,453
114,457,47,24,47,447,453
106,462,52,24,36,450,455
102,461,42,26,43,458,469
112,461,38,22,38,451,454
114,466,47,35,37,455,463
114,454,37,20,40,446,457
106,462,48,45,51,459,461
114,459,38,22,35,449,450
114,467,34,31,58,454,475
114,451,26,18,38,447,453
114,456,48,25,38,445,458
110,452,34,20,20,446,448
114,461,50,33,41,453,455
108,465,35,28,40,448,455
114,461,32,27,34,447,459
114,463,55,35,59,452,455
106,459,50,32,36,452,451
114,462,42,30,48,458,468
114,460,52,22,67,450,462
114,459,39,24,24,450,450
110,459,30,30,46,456,461
114,464,47,39,43,457,452
114,469,47,40,45,458,463
110,459,61,16,46,444,459
112,456,49,24,64,450,456
114,455,39,22,58,446,459
114,460,53,31,53,451,452
110,470,60,43,47,454,468
114,462,54,29,28,446,454
112,467,47,33,36,451,458
84,461,52,31,41,451,451
114,464,52,39,40,458,463
112,458,35,18,26,447,453
112,471,55,37,26,453,458
102,460,34,24,30,451,456
98,459,29,26,30,455,455
108,463,37,41,51,462,463
114,461,41,44,63,455,463
114,460,43,29,34,444,450
110,456,33,29,34,446,450
112,456,37,27,32,446,444
110,457,30,28,36,458,457
114,461,43,29,34,447,451
114,456,39,38,49,450,455
106,466,45,26,32,452,454
110,476,63,33,51,451,457
114,459,48,25,40,446,463
114,456,44,33,36,451,455
112,462,35,35,36,453,454
98,462,41,34,45,452,460
110,461,50,20,39,448,452
102,468,58,45,41,455,457
82,458,39,34,30,451,453
114,460,40,25,25,446,450
112,462,41,34,53,454,464
108,450,33,33,36,450,456
108,461,36,33,36,454,447
114,452,24,35,42,455,458
102,463,51,35,50,454,459
110,469,51,24,27,451,454
106,455,58,27,45,446,453
114,455,33,42,54,454,459
110,459,30,31,26,448,452
110,461,37,31,46,451,455
114,456,39,44,47,451,456
114,463,52,20,56,450,459
112,466,46,26,40,451,459
105,451,26,24,26,451,453
102,464,33,41,55,458,457
114,463,56,20,39,447,453
114,452,75,16,30,445,447
114,461,43,35,43,454,463
110,469,56,35,46,451,466
114,459,34,29,53,453,461
106,463,32,35,52,455,469
104,458,37,18,36,449,450
100,454,37,41,44,450,453
114,458,41,18,31,447,449
114,461,39,33,54,452,465
110,463,43,26,40,453,453
114,460,50,25,55,446,458
114,461,41,39,47,458,460
114,468,82,18,42,449,460
106,462,33,43,36,463,462
108,468,68,28,54,456,457
114,464,47,51,48,458,461
114,456,48,17,46,447,461
104,463,52,31,45,455,457
104,454,16,33,36,449,454
110,457,38,45,64,455,462
104,470,58,37,58,459,463
112,459,41,40,51,451,462
106,460,41,20,41,450,460
114,459,50,33,38,450,455
114,465,43,50,58,458,473
114,459,41,33,49,452,461
114,462,51,26,40,456,459
110,457,36,14,44,446,454
106,456,37,26,37,456,459
114,460,41,24,47,454,460
114,467,59,32,52,454,464
114,464,36,24,32,450,451
110,463,45,26,38,449,455
112,454,35,35,42,453,457
110,460,31,32,58,457,463
114,460,51,24,70,452,452
110,456,37,35,44,453,463
108,467,49,37,43,458,455
114,457,47,46,55,456,460
114,464,44,37,55,453,457
114,473,55,28,46,454,462
114,465,41,35,46,455,462
112,457,38,25,50,455,460
114,464,45,33,39,456,461
110,465,56,30,53,459,462
110,464,40,28,34,456,454
110,464,49,18,42,448,454
98,467,49,35,34,453,457
114,460,43,22,55,451,464
113,456,37,20,33,447,452
110,463,51,33,47,450,462
112,466,54,26,39,454,463
114,466,49,38,47,454,462
100,457,38,32,50,447,457
110,455,35,62,62,451,461
113,462,34,28,46,456,462
114,463,52,24,28,451,454
114,462,43,33,42,454,458
100,459,50,22,32,449,451
110,466,40,50,53,459,461
108,452,31,30,18,448,453
104,456,36,18,33,447,450
110,469,49,28,52,454,471
98,455,47,22,26,447,449
104,458,28,37,50,455,458
110,458,38,33,46,452,460
110,455,49,20,68,450,462
112,456,47,46,57,453,456
114,462,43,30,44,450,452
106,453,35,44,66,451,449
114,456,39,24,28,454,458
110,466,54,18,24,445,449
104,463,38,49,58,460,468
114,463,43,24,30,455,461
114,468,50,43,52,453,450
110,461,50,32,47,451,459
114,461,49,37,50,457,461
110,465,45,41,48,461,463
106,461,34,25,38,456,457
114,464,55,24,29,452,452
108,465,43,30,38,449,451
114,465,47,28,49,456,461
108,451,32,30,34,450,452
105,460,32,22,40,451,465
112,456,49,34,49,453,460
114,464,43,39,75,458,454
104,456,48,26,47,452,456
112,459,40,43,52,461,466
102,462,47,22,37,449,458
114,461,51,18,30,448,461
110,454,18,33,44,453,454
110,459,37,22,33,449,452
112,462,49,24,22,451,448
114,463,45,51,56,461,460
114,460,49,26,38,455,456
114,464,53,24,36,451,453
104,467,45,16,28,449,455
113,476,57,26,36,452,458
110,464,47,32,35,450,459
112,460,32,34,43,454,458
108,458,37,28,43,456,460
114,457,41,27,36,449,456
114,458,38,32,38,451,458
114,464,56,31,34,449,453
102,458,30,41,38,457,467
112,464,54,22,43,447,454
98,455,26,20,24,448,451
114,454,35,35,53,450,456
113,466,37,20,40,458,455
112,463,52,26,41,453,463
112,455,39,35,34,454,456
108,456,35,24,38,452,456
114,457,39,27,18,445,445
114,470,61,41,39,459,460
110,461,42,44,64,456,461
110,460,33,35,50,454,463
114,466,56,24,26,452,452
106,460,38,24,28,451,452
114,469,36,33,30,452,455
106,457,39,22,30,449,452
114,458,43,33,42,451,449
114,462,43,31,34,449,451
114,467,47,45,56,457,471
106,462,38,27,58,452,471
114,467,51,28,37,455,465
98,458,39,35,36,455,460
110,460,41,18,35,446,457
96,458,48,35,26,455,452
114,460,39,39,47,460,462
114,459,49,35,57,452,459
114,455,45,40,58,450,450
114,457,38,22,32,450,458
98,463,36,40,37,459,456
114,459,50,46,52,454,456
104,458,30,28,46,457,467
110,461,41,37,42,456,462
112,471,51,28,47,457,464
98,455,20,18,30,449,453
114,458,38,31,37,449,451
110,461,42,32,57,453,461
113,454,46,24,43,453,455
110,465,43,30,48,458,464
114,462,42,29,37,449,455
113,461,41,29,44,446,448
102,465,41,20,37,448,455
113,472,61,22,46,447,450
114,459,40,42,24,452,456
102,460,40,35,42,449,457
114,454,28,26,36,453,455
114,466,49,37,44,458,464
114,469,37,45,40,455,458
114,461,43,20,31,448,453
106,466,40,35,38,455,464
114,470,51,39,39,456,458
106,461,41,18,40,449,460
102,466,34,36,41,455,461
114,459,49,18,44,447,453
114,458,50,39,40,456,457
114,464,42,24,53,452,464
104,463,45,37,33,456,457
110,459,43,41,29,462,459
108,463,45,29,30,449,458
106,458,28,33,37,450,452
114,460,53,22,54,449,455
114,458,25,12,26,448,455
106,456,39,24,30,450,451
110,458,53,28,44,453,451
110,458,38,22,33,449,451
102,458,72,24,42,452,462
101,462,45,34,50,459,458
114,459,58,20,49,450,451
110,467,58,44,66,456,459
106,465,34,28,36,454,452
84,460,39,30,29,449,450
110,453,44,18,30,448,451
114,451,33,25,57,451,456
110,462,50,24,29,454,454
100,458,40,26,41,452,456
106,461,29,24,42,451,461
114,458,31,36,24,451,453
114,466,47,33,54,454,463
110,469,60,28,28,454,461
110,463,47,39,42,458,457
102,464,47,40,51,459,454
114,462,30,37,36,454,458
112,462,50,22,39,453,460
114,464,56,22,28,450,450
114,462,54,18,37,447,457
113,458,37,18,18,446,445
108,461,49,31,56,451,454
110,461,51,20,38,449,453
113,468,58,30,42,458,456
112,455,28,22,45,451,455
114,459,46,22,44,450,450
114,455,37,35,50,452,455
100,455,26,20,22,452,459
104,467,44,30,42,452,463
101,465,43,38,42,455,457
114,463,45,28,26,454,461
110,457,48,39,41,456,458
114,459,41,33,37,456,459
112,461,34,48,38,459,459
114,465,53,30,49,449,455
110,466,49,28,53,461,464
102,461,50,39,48,458,459
114,456,39,39,47,456,455
98,461,42,28,48,446,455
100,449,32,31,34,449,451
108,459,30,37,59,455,460
114,464,45,29,49,451,457
98,453,36,41,48,447,447
113,453,36,46,53,454,458
106,460,34,20,40,449,457
110,465,66,20,37,448,461
104,467,49,39,42,457,461
105,464,46,33,42,452,460
114,465,34,41,28,458,464
106,464,44,22,24,448,460
112,458,39,22,56,454,467
100,464,54,26,47,452,456
114,461,42,35,35,456,461
110,457,26,44,44,455,458
114,462,31,37,24,456,457
109,455,24,33,57,453,464
110,462,43,20,22,447,449
114,456,48,18,47,447,457
114,464,57,35,37,456,460
114,460,21,33,37,453,456
104,468,51,33,32,451,458
114,453,42,16,52,446,458
94,453,43,26,46,448,450
114,461,43,16,26,448,453
104,456,39,39,40,458,462
114,465,66,27,36,452,455
111,467,43,40,57,460,463
110,463,34,33,45,453,457
114,456,39,24,39,450,455
110,469,56,45,52,461,467
102,464,47,28,46,455,460
108,461,54,39,54,459,460
84,453,24,16,22,443,449
114,457,30,39,28,460,452
108,462,45,26,43,454,460
102,456,37,29,30,447,451
114,457,39,37,43,456,460
114,459,37,22,47,451,453
113,463,43,23,27,450,450
108,455,37,23,43,452,457
102,457,45,24,47,447,461
114,460,42,31,32,449,455
114,458,38,20,50,450,454
106,460,31,48,54,457,460
98,461,29,22,35,452,454
106,464,45,26,47,456,457
106,454,37,18,47,447,455
112,464,44,30,30,455,463
100,461,51,28,38,455,461
98,461,41,31,46,452,460
114,456,39,44,54,453,462
102,461,32,26,36,449,459
114,456,49,51,70,453,450
114,468,40,42,30,453,456
98,456,38,39,22,449,453
104,461,31,24,28,451,455
110,457,29,24,38,454,456
114,460,53,34,59,452,454
112,463,44,37,49,457,457
112,468,49,41,57,457,463
108,457,38,31,48,452,463
100,457,50,24,47,451,454
100,459,40,26,42,452,454
104,458,39,24,40,454,461
104,455,18,36,37,455,456
110,460,50,20,22,447,448
112,463,36,28,38,455,465
110,465,56,35,46,454,453
108,465,47,33,53,453,458
110,466,43,37,50,455,454
110,464,53,37,36,458,462
110,462,32,22,31,449,452
114,449,42,20,40,447,452
109,464,45,45,64,463,460
88,452,35,36,52,453,454
114,461,28,34,38,456,454
114,455,41,26,51,451,455
88,458,47,32,53,452,458
114,459,41,18,38,451,458
114,462,54,28,42,457,458
114,460,53,31,57,451,458
108,457,41,22,42,448,455
100,452,36,39,48,446,450
114,457,50,46,34,454,453
112,466,56,35,45,452,460
113,457,24,22,51,451,458
114,456,35,36,38,457,460
106,450,33,27,43,448,451
108,462,43,35,26,452,457
93,469,58,26,45,445,457
84,459,38,22,27,450,452
112,466,45,35,42,453,456
110,458,39,24,22,449,447
114,456,36,17,45,447,456
114,468,49,48,54,455,461
102,461,43,31,36,449,460
110,455,35,25,32,448,450
114,461,43,26,36,452,452
108,455,27,32,38,452,457
114,460,28,14,25,446,456
106,461,44,36,51,456,460
114,453,22,32,28,453,454
114,453,24,29,26,447,452
110,467,38,32,37,450,454
107,473,54,26,43,453,453
110,452,26,17,28,445,451
114,457,47,31,33,451,452
114,470,51,24,30,451,453
114,453,44,31,30,447,450
96,455,35,22,29,450,448
96,455,45,18,22,448,448
108,462,36,24,42,451,458
114,465,42,31,51,452,458
110,470,46,32,47,454,463
109,463,45,31,36,452,448
114,465,44,24,32,449,460
114,475,44,26,46,455,463
98,460,40,34,54,452,452
114,454,35,24,40,451,456
112,461,43,28,38,458,466
114,463,41,28,48,455,460
110,460,41,21,28,452,449
114,459,37,35,36,452,460
114,459,41,38,34,450,460
110,465,45,38,35,458,462
114,462,42,33,33,451,455
114,462,45,22,49,456,455
106,460,36,45,41,455,462
102,464,38,33,44,452,461
114,460,28,48,64,458,459
114,462,54,35,37,453,453
110,455,68,29,22,448,449
106,461,45,37,32,456,463
112,464,43,24,33,451,455
106,458,52,35,36,452,458
114,459,34,37,59,457,464
110,453,44,20,46,448,458
114,461,43,22,43,451,454
112,456,37,29,26,447,453
110,465,45,39,56,456,466
106,461,43,31,32,450,457
114,458,46,18,33,446,451
114,465,43,26,32,450,455
114,461,32,29,64,449,460
106,467,43,24,29,453,459
112,471,51,37,37,459,463
114,468,57,28,40,455,457
102,460,41,28,34,454,455
113,462,53,31,28,448,449
108,462,34,39,39,455,465
112,462,39,42,45,450,453
114,468,57,26,45,453,454
113,460,40,31,41,450,455
114,462,43,39,51,457,456
107,454,43,42,60,452,452
112,460,43,41,34,450,455
104,461,53,22,46,449,457
112,466,41,38,51,457,461
114,449,20,25,32,446,449
106,466,57,32,30,459,463
102,461,41,24,67,454,467
108,462,43,37,42,454,455
102,473,64,31,36,453,459
114,457,40,30,50,452,459
106,461,41,18,43,446,452
110,455,37,18,20,444,446
112,469,48,35,56,455,461
108,466,30,26,26,454,449
106,454,46,44,43,452,462
110,467,44,35,44,455,468
114,455,35,42,45,454,462
100,457,32,29,61,449,461
108,464,36,24,43,453,458
114,466,38,33,38,449,451
114,462,39,22,39,451,456
114,455,56,18,39,446,447
105,465,64,28,29,450,460
98,464,47,27,38,448,458
114,450,24,27,34,446,450
110,459,38,24,35,452,456
110,454,30,31,32,450,452
106,459,35,32,54,455,466
102,462,43,33,64,455,464
114,467,47,31,40,452,465
98,455,45,18,19,443,447
106,466,47,28,42,455,467
110,456,38,33,37,453,448
114,470,42,43,50,459,467
114,462,45,24,42,450,458
114,461,56,36,42,452,457
106,462,33,24,24,450,451
114,453,33,32,32,450,453
114,463,42,23,44,452,463
114,462,60,33,69,451,458
114,464,52,24,41,452,461
112,458,32,32,44,453,459
100,468,49,26,33,453,461
100,459,82,36,30,446,449
98,458,38,18,40,448,453
108,466,38,42,40,453,454
110,465,55,33,41,457,471
110,460,41,22,40,450,457
114,456,24,40,22,452,460
108,461,43,30,44,447,456
114,461,46,22,26,453,454
98,461,43,28,38,456,458
98,455,34,20,29,450,450
98,455,45,31,49,450,457
114,466,58,33,32,451,460
114,457,37,18,35,447,453
114,463,50,45,49,455,456
114,459,43,47,42,457,459
106,456,30,26,32,451,462
106,456,37,28,49,450,460
89,460,50,33,41,454,456
114,462,51,24,56,451,468
112,457,26,35,49,453,459
112,451,16,25,40,449,455
114,462,43,33,63,452,468
108,464,54,35,43,457,469
102,456,28,35,44,456,459
114,461,52,22,61,451,457
114,461,50,33,47,455,455
114,459,41,31,22,448,455
110,464,34,37,57,456,459
100,463,35,37,52,454,463
112,466,36,33,45,452,456
114,459,39,30,40,451,457
114,472,50,20,31,449,451
114,454,31,29,60,448,456
112,459,40,35,95,454,468
110,461,45,38,48,456,461
114,466,36,35,38,458,463
114,461,44,24,24,451,455
108,470,36,24,36,458,471
108,457,49,30,48,448,455
114,463,42,31,65,458,471
94,461,45,34,38,458,461
114,461,43,32,39,451,460
106,453,33,24,38,448,451
114,458,40,22,45,453,461
100,453,52,14,27,445,448
106,453,24,29,24,447,453
110,454,28,46,32,455,454
114,464,56,29,39,448,455
98,453,25,34,30,453,455
110,463,46,33,49,453,457
112,466,41,26,48,453,463
104,460,53,31,31,448,448
106,464,51,20,24,447,452
108,464,54,26,30,454,454
110,462,41,31,45,449,452
106,462,41,22,22,451,452
114,467,54,22,34,447,454
112,463,34,36,44,454,460
110,458,50,39,51,457,463
106,459,48,33,32,450,449
112,468,49,26,38,455,456
114,470,38,26,38,457,464
112,455,33,30,42,450,453
114,466,46,28,49,455,464
98,461,41,35,45,453,457
114,457,41,20,45,452,455
114,464,53,35,26,456,449
110,459,41,41,47,458,469
102,454,26,24,28,452,453
106,461,39,18,38,449,460
114,452,35,20,31,449,452
114,464,45,43,46,461,466
108,458,43,20,35,446,452
112,464,64,22,35,449,455
114,461,54,35,41,451,456
114,469,41,37,46,454,462
94,451,26,24,41,449,458
112,459,39,24,29,450,461
98,462,40,35,35,453,464
106,459,18,39,60,460,459
114,457,37,34,38,454,459
102,455,30,28,34,453,458
114,463,36,51,59,464,461
108,460,33,26,34,453,461
114,464,40,32,41,459,456
106,461,43,37,36,457,457
110,455,38,40,49,449,452
114,459,39,37,51,457,460
112,460,32,22,30,452,463
106,457,37,24,44,449,463
114,462,34,26,35,453,456
108,456,44,27,32,448,454
114,464,30,37,32,455,466
110,453,24,26,34,452,451
114,458,28,29,28,451,454
114,457,31,26,55,453,464
104,463,30,33,33,451,459
114,462,41,22,53,449,452
114,454,37,33,40,451,451
114,454,46,18,20,448,450
113,465,55,44,33,454,458
102,458,38,20,31,449,451
114,464,56,26,28,455,454
108,459,50,24,38,450,453
114,458,49,20,53,449,457
114,464,56,22,28,450,452
114,474,57,28,51,455,456
114,462,45,33,43,450,456
113,468,45,22,35,447,451
106,456,36,32,63,449,452
110,458,30,39,50,458,465
112,457,39,20,20,445,447
112,460,29,32,29,450,460
114,458,43,35,50,453,457
106,460,40,46,18,455,468
110,458,35,31,31,451,454
102,464,33,24,26,450,453
112,463,43,44,40,453,460
114,466,46,32,54,450,456
102,460,43,32,56,462,459
114,458,64,37,41,455,458
104,466,47,26,38,451,456
102,459,39,47,36,450,455
106,460,41,37,59,456,465
108,459,30,24,28,451,459
114,456,37,27,34,449,458
106,471,53,28,51,455,461
110,452,23,33,44,451,452
110,459,41,26,41,455,464
112,458,41,30,50,450,457
114,461,41,37,46,454,463
110,454,38,31,41,447,451
114,463,36,33,32,451,455
114,459,72,22,44,450,455
112,455,41,24,45,452,458
114,464,41,31,43,450,451
114,454,46,22,46,452,454
114,456,33,16,31,444,453
106,472,61,35,36,452,452
102,466,45,32,53,454,460
112,463,34,44,47,457,463
114,465,42,25,35,453,457
114,463,34,45,39,464,465
108,465,56,41,32,451,453
106,456,37,31,28,450,458
83,461,43,26,40,447,443
98,463,43,24,24,451,455
114,470,48,32,51,462,466
114,461,32,41,67,460,463
114,459,41,30,54,457,462
112,465,44,32,45,459,460
106,468,38,24,37,453,459
114,462,52,51,60,459,466
