average_degree,qiskit_dense,merging_states,qiskit,pairwise_swap
1.40625,2265,2986,4083,8899
1.4375,2414,3032,2551,8650
1.53125,2426,2966,4083,9295
1.46875,2387,2869,4083,8726
1.15625,2332,2996,4083,8940
1.34375,2189,3124,4083,9242
1.5,2476,2912,4083,8520
1.40625,2383,3211,4083,8978
1.53125,2297,3021,4083,9091
1.28125,2590,3584,3061,8860
1.28125,2361,3075,4083,9005
1.28125,2333,3179,4083,9012
1.25,2225,3199,4083,8893
1.3125,2487,2982,4083,8953
1.375,2401,3064,4083,8799
1.34375,2382,2907,4083,8848
1.21875,2740,3071,4083,9180
1.25,2563,3054,4083,8605
1.53125,2448,2948,4083,9126
1.375,2575,2984,4083,8848
1.25,2376,3143,4083,9206
1.40625,2500,2852,4083,8616
1.34375,3273,2908,4083,8362
1.1875,2425,3008,4083,8945
1.375,2271,2956,4083,8718
1.34375,2218,2912,4083,8974
1.3125,2621,3018,4083,8834
1.21875,2539,3177,4083,9025
1.375,2676,3138,4083,9120
1.21875,2610,2966,4083,9162
1.25,2729,2995,4083,8967
1.4375,2918,3137,3061,8628
1.4375,2431,2974,4083,9200
1.28125,2483,2928,4083,9109
1.46875,2547,3106,4083,8793
1.40625,2583,3195,4083,8798
1.46875,2354,2829,4083,8749
1.3125,2244,3122,4083,9133
1.28125,2546,3022,4083,9238
1.40625,2427,3110,4083,8899
1.53125,2019,2960,4083,8756
1.3125,2377,2948,4083,9209
1.28125,2812,3547,4083,8999
1.3125,3106,3065,4083,8894
1.4375,2246,2898,4083,8681
1.25,2545,3145,4083,9163
1.28125,2548,2783,4083,8957
1.34375,2492,3008,4083,8715
1.1875,2495,3055,4083,9167
1.34375,2596,2943,4083,9119
1.40625,2502,2977,4083,8330
1.40625,2407,2989,4083,8712
1.40625,2837,3016,4083,8781
1.21875,2575,2837,4083,9100
1.28125,2321,2822,4083,9103
1.28125,2828,3068,4083,9100
1.4375,2264,2782,4083,8360
1.28125,2367,3079,4083,8833
1.21875,2869,3089,2551,8607
1.3125,2638,3036,4083,9075
1.28125,2728,3095,4083,8868
1.40625,2437,2940,4083,9232
1.25,2414,2999,4083,9529
1.34375,2192,2900,4083,9024
1.59375,2633,2896,4083,8630
1.3125,2401,3032,4083,9217
1.1875,2778,3012,4083,9185
1.34375,2207,2873,4083,8862
1.28125,2230,2960,4083,8901
1.25,2276,3007,4083,8745
1.5,2577,2837,4083,8674
1.40625,2433,3209,4083,8747
1.28125,2830,3317,3061,8888
1.40625,2229,3120,4083,8981
1.3125,2891,2917,4083,8943
1.28125,2636,3154,4083,8707
1.25,2230,2964,4083,8725
1.40625,3666,2798,4083,8760
1.3125,2429,3091,3061,8912
1.4375,2728,2894,4083,9165
1.34375,2871,3315,4083,9475
1.4375,2257,2894,4083,8707
1.28125,2444,3046,4083,8745
1.40625,2589,2973,4083,8680
1.125,2440,3189,4083,8786
1.1875,2396,3039,4083,8917
1.25,2485,3017,4083,8394
1.46875,2488,3150,4083,8985
1.25,2596,3093,4083,8881
1.4375,2486,3052,4083,8675
1.21875,2333,3292,4083,9009
1.375,2260,2995,4083,8769
1.25,2623,3026,4083,8892
1.34375,2595,2982,4083,8548
1.28125,2076,3026,4083,8470
1.3125,2771,3138,4083,8746
1.40625,2957,2960,4083,8943
1.125,2381,3079,4083,9070
1.28125,2189,3185,4083,8890
1.375,2337,3172,4083,8687
