qiskit,shp_reduced,shp,random,random_reduced,mst,mst_reduced,linear,linear_reduced,graycode_reduced,qiskit_dense,multiedge_dense,multiedge
2036,113,3248,3283,165,3239,126,3269,137,148,143,311,130
2036,105,3237,3290,183,3225,125,3266,165,122,127,306,143
2036,114,3250,3287,173,3240,126,3265,116,136,139,326,143
2022,99,3245,3289,132,3238,108,3267,134,135,158,398,125
2036,119,3242,3271,149,3236,114,3264,135,137,109,341,133
2036,117,3244,3264,175,3236,118,3243,121,117,113,367,146
2036,135,3240,3264,204,3238,105,3263,128,103,152,362,140
2036,114,3238,3291,209,3234,117,3269,133,144,158,312,139
2030,105,3240,3266,170,3234,103,3253,103,126,148,314,147
2036,115,3240,3267,168,3231,109,3255,124,118,148,336,150
2036,80,3229,3258,178,3229,100,3247,135,154,142,319,138
2036,108,3240,3279,159,3230,94,3256,111,118,134,344,132
2036,109,3236,3266,162,3232,120,3256,130,107,119,334,144
1962,91,3235,3274,148,3227,99,3248,133,119,134,337,154
2036,140,3239,3254,145,3226,112,3251,115,135,118,385,140
2036,117,3241,3268,188,3235,92,3254,111,139,143,346,124
2036,120,3247,3281,166,3243,108,3271,143,152,121,336,131
2036,129,3255,3282,152,3240,128,3270,138,136,144,354,140
2036,127,3255,3286,159,3251,116,3265,128,138,130,387,163
2036,85,3231,3265,174,3223,94,3240,108,143,112,336,154
2036,77,3224,3280,162,3218,84,3247,136,159,91,359,118
2036,105,3247,3268,148,3239,118,3263,119,131,117,314,134
2036,129,3252,3267,177,3245,134,3277,140,152,130,307,165
2036,99,3243,3279,180,3233,103,3262,115,115,146,368,149
2034,106,3245,3283,154,3234,117,3278,155,138,154,339,138
2036,116,3252,3264,128,3247,123,3271,155,148,140,333,136
2036,102,3235,3255,172,3234,107,3252,135,107,131,370,159
2036,98,3243,3285,145,3233,118,3248,101,115,119,300,140
2036,92,3236,3276,167,3230,106,3269,157,124,139,374,150
2036,100,3246,3265,163,3240,117,3271,153,134,160,314,157
2036,105,3241,3267,156,3229,111,3256,118,120,150,295,143
2036,107,3247,3285,151,3230,138,3255,150,99,129,362,203
2036,118,3244,3277,163,3241,115,3264,147,134,153,325,123
2034,104,3239,3269,187,3235,101,3262,128,115,130,348,117
2036,117,3240,3261,155,3228,173,3256,117,120,100,370,124
2036,108,3240,3274,152,3238,107,3257,133,106,126,365,129
2036,109,3242,3272,178,3232,119,3250,118,125,142,344,169
2036,120,3257,3265,154,3238,113,3270,139,113,163,317,135
2036,115,3237,3276,180,3232,113,3263,129,133,147,345,157
2036,90,3237,3264,163,3235,94,3260,114,150,149,391,148
2036,114,3240,3280,145,3235,110,3262,133,140,123,359,136
2036,95,3240,3276,150,3236,115,3258,134,137,147,360,139
2036,99,3246,3290,174,3243,110,3258,104,121,165,340,132
2036,123,3246,3276,137,3239,121,3268,126,113,125,406,144
2036,95,3228,3281,146,3228,92,3259,116,130,128,379,129
2036,108,3241,3264,165,3236,133,3257,125,113,155,386,137
2036,108,3246,3280,165,3237,124,3266,142,139,135,361,138
2036,104,3236,3278,154,3233,104,3254,99,137,137,330,111
2036,95,3237,3273,150,3230,113,3250,126,126,130,346,154
2036,112,3236,3264,155,3233,118,3256,163,117,133,334,162
2036,80,3238,3272,168,3233,115,3268,182,140,133,323,135
2036,113,3250,3264,142,3243,121,3272,141,129,118,315,130
2036,94,3235,3268,153,3222,127,3241,129,99,117,279,140
2036,112,3245,3270,200,3236,123,3259,113,119,176,346,153
2036,114,3250,3277,177,3240,118,3271,137,140,132,361,170
2036,112,3243,3265,167,3236,108,3258,117,143,134,333,124
2036,103,3241,3254,155,3234,118,3257,125,134,123,353,157
2036,101,3242,3288,158,3233,102,3266,131,125,160,362,146
2036,123,3250,3270,158,3246,160,3275,137,143,117,331,138
2036,115,3251,3276,149,3246,130,3269,146,114,156,334,149
2036,111,3236,3286,166,3230,110,3255,130,124,135,373,127
2036,90,3231,3268,176,3230,95,3254,130,99,156,316,132
2036,110,3247,3261,195,3236,106,3258,125,99,142,376,138
2036,86,3238,3274,205,3232,111,3260,125,113,127,325,133
2036,99,3238,3251,184,3232,112,3257,163,151,131,358,161
2036,112,3244,3279,160,3236,130,3258,123,101,139,325,136
2036,122,3244,3276,185,3237,119,3257,129,144,150,341,120
2036,101,3246,3270,187,3232,105,3254,160,103,133,301,145
2036,114,3249,3268,177,3244,137,3264,123,141,155,345,164
2036,121,3247,3274,164,3240,122,3272,148,132,108,369,156
2028,105,3245,3273,151,3237,103,3262,141,129,130,350,142
2036,122,3251,3257,136,3236,123,3267,144,154,142,347,148
2036,112,3244,3278,166,3228,107,3265,128,125,135,353,137
2036,128,3231,3259,164,3221,88,3242,101,127,129,293,150
2036,132,3245,3260,196,3235,117,3252,101,98,119,332,147
2036,93,3236,3271,147,3224,116,3242,125,96,133,325,134
2036,101,3242,3295,197,3233,118,3258,124,120,142,339,141
2036,115,3237,3276,180,3234,116,3259,156,125,150,354,136
2036,115,3251,3268,156,3242,128,3259,122,130,126,362,140
2012,103,3240,3279,168,3225,115,3242,136,99,122,320,165
2036,124,3246,3256,175,3233,119,3259,145,118,169,399,143
2036,141,3241,3253,176,3230,131,3257,131,114,118,452,131
2036,98,3233,3269,218,3227,94,3255,110,110,133,288,188
2036,93,3238,3293,179,3230,115,3272,119,156,104,319,137
1938,107,3242,3280,186,3243,119,3267,144,124,148,391,150
2036,100,3238,3285,181,3230,105,3242,102,136,113,335,138
1946,109,3234,3253,180,3230,124,3265,140,112,107,416,120
2036,109,3245,3266,150,3233,118,3260,132,143,136,343,161
2036,116,3237,3278,181,3234,112,3265,149,136,135,306,124
2036,104,3239,3281,180,3233,105,3261,129,131,156,317,128
2036,103,3248,3267,176,3243,123,3261,135,131,136,342,119
2036,108,3242,3272,166,3234,114,3264,131,107,146,355,132
2036,91,3235,3271,152,3231,100,3260,169,127,125,389,147
2036,123,3247,3273,190,3239,109,3262,138,114,116,352,141
2036,112,3236,3278,192,3228,104,3239,115,110,140,393,141
2036,104,3252,3270,169,3246,151,3276,151,167,133,408,127
2036,110,3243,3268,163,3233,124,3260,153,155,120,386,123
2036,123,3238,3283,163,3235,104,3272,145,127,136,366,139
2036,107,3233,3260,171,3228,100,3258,131,147,99,370,139
2036,114,3237,3261,192,3231,110,3260,128,134,125,329,143
2036,127,3253,3283,158,3247,129,3281,130,138,125,313,126
2036,101,3247,3276,164,3244,146,3264,149,169,127,360,135
2036,102,3238,3275,192,3235,134,3263,150,146,103,324,139
2036,106,3243,3288,204,3229,106,3273,160,144,139,380,130
2020,87,3231,3276,146,3229,86,3247,96,105,121,415,141
2036,127,3249,3268,167,3239,109,3253,129,134,121,328,152
2036,136,3250,3254,158,3240,114,3263,130,124,148,295,140
2036,135,3261,3289,172,3245,146,3273,158,145,147,404,147
2036,97,3241,3272,150,3232,114,3262,144,121,139,358,133
2036,118,3244,3273,186,3234,122,3255,125,129,126,321,148
2036,111,3245,3274,154,3239,104,3266,131,124,121,340,149
2036,123,3245,3263,177,3236,120,3262,138,148,132,354,135
2036,123,3237,3268,168,3226,112,3263,130,111,117,319,128
2036,119,3244,3264,144,3238,119,3255,161,130,138,350,143
2036,111,3245,3284,166,3243,121,3272,135,123,156,388,135
2036,110,3244,3264,193,3233,102,3272,156,122,152,310,142
2036,112,3250,3273,150,3240,133,3268,142,156,160,354,130
2036,100,3238,3272,166,3224,94,3247,120,130,143,341,154
2036,119,3244,3275,152,3232,125,3256,122,163,128,308,144
2036,117,3245,3282,129,3236,130,3261,128,119,155,356,130
2036,110,3247,3287,119,3233,109,3264,125,124,128,351,126
2036,104,3238,3255,178,3227,112,3256,153,103,167,421,130
2036,95,3243,3275,160,3237,116,3267,132,139,131,324,132
2036,108,3241,3251,190,3231,109,3254,100,112,129,348,147
2036,129,3243,3268,190,3234,140,3264,163,133,181,320,164
2036,118,3252,3266,143,3237,120,3254,114,172,160,365,169
2036,130,3244,3278,164,3234,125,3263,187,151,153,344,130
2036,107,3242,3279,125,3233,112,3256,152,120,131,323,158
2036,118,3251,3273,185,3241,112,3249,114,120,126,306,134
2031,116,3233,3283,178,3226,91,3258,154,174,188,339,127
2036,116,3246,3271,184,3233,106,3268,154,162,163,353,128
2036,97,3240,3266,157,3232,104,3261,124,131,161,378,137
2036,95,3243,3271,147,3246,114,3269,121,127,115,367,148
2036,96,3240,3270,165,3237,128,3269,147,143,124,369,159
2036,117,3239,3271,173,3232,112,3257,140,141,125,351,136
2036,98,3232,3269,128,3226,98,3247,114,110,139,342,111
2036,112,3246,3288,175,3238,121,3284,160,133,130,317,180
2036,106,3240,3268,147,3232,106,3271,153,135,138,352,129
1990,94,3232,3260,165,3228,105,3286,141,153,125,312,152
1988,112,3244,3262,156,3237,113,3245,107,119,150,346,145
2036,108,3243,3277,157,3238,124,3276,149,128,132,344,148
2036,101,3248,3291,170,3242,128,3270,145,145,120,354,140
2036,140,3248,3272,141,3240,112,3266,143,127,112,371,153
2036,110,3243,3285,194,3242,119,3260,100,115,142,310,143
2036,108,3231,3269,182,3224,95,3247,114,139,138,285,130
2036,144,3248,3262,167,3239,140,3259,125,129,127,327,152
2036,100,3241,3294,192,3233,116,3260,135,126,138,339,135
2036,99,3242,3271,175,3241,105,3274,142,140,124,338,128
2036,131,3245,3269,158,3242,130,3265,132,114,145,329,143
2036,90,3237,3268,190,3228,98,3259,156,114,139,304,122
2036,131,3256,3264,177,3240,133,3268,130,123,173,321,160
2036,106,3240,3280,176,3231,114,3281,139,132,140,351,130
2036,92,3232,3268,225,3226,100,3248,106,116,151,371,157
2036,126,3250,3287,156,3236,121,3268,142,111,140,358,133
2036,100,3244,3261,171,3238,115,3255,122,192,158,346,156
2036,118,3246,3251,128,3242,122,3262,134,136,158,324,166
2036,98,3239,3284,145,3233,103,3246,113,123,135,331,133
2036,118,3252,3286,154,3240,123,3256,121,126,127,305,140
2036,103,3246,3263,168,3227,109,3270,143,141,161,361,129
2036,119,3246,3256,180,3234,111,3276,149,164,144,325,153
2036,108,3239,3256,157,3238,110,3277,140,164,134,399,154
2036,119,3243,3271,188,3237,113,3254,147,145,137,363,123
2036,108,3240,3270,168,3233,114,3261,166,127,122,316,132
2036,108,3242,3258,175,3241,107,3261,128,146,120,334,133
2036,112,3248,3277,153,3246,125,3270,136,118,138,299,130
2036,112,3244,3275,144,3239,117,3267,132,135,144,329,150
2036,107,3242,3263,143,3233,105,3265,143,120,136,384,136
2036,106,3242,3270,191,3232,106,3258,131,125,117,321,149
2036,87,3231,3266,129,3225,102,3250,118,106,139,314,151
2036,122,3235,3262,176,3225,96,3244,108,134,151,367,140
2018,124,3252,3258,187,3238,120,3255,125,149,152,391,133
2036,121,3248,3272,163,3243,127,3259,126,111,149,320,135
2036,107,3245,3268,152,3240,108,3284,142,131,139,387,142
2036,106,3245,3259,150,3237,108,3261,126,114,168,342,132
2036,103,3245,3282,162,3236,114,3273,163,150,154,344,117
2036,118,3242,3273,145,3236,114,3258,126,112,130,377,146
2036,129,3250,3260,141,3247,146,3276,157,164,148,339,149
2036,123,3248,3272,195,3241,141,3258,131,138,145,349,155
2036,119,3245,3269,155,3236,112,3275,151,117,166,291,131
2036,123,3247,3278,164,3243,113,3265,147,129,123,355,144
2036,132,3243,3297,185,3232,158,3262,134,137,131,387,174
2036,103,3245,3261,150,3234,108,3271,135,130,111,310,147
2036,121,3244,3261,162,3240,104,3269,141,135,148,311,153
2036,121,3246,3288,165,3234,133,3245,112,120,117,412,144
2036,128,3253,3260,160,3240,111,3259,108,118,167,317,159
2036,102,3237,3278,187,3230,108,3258,134,118,177,343,162
2036,149,3251,3264,198,3238,141,3263,124,124,148,315,163
2036,97,3241,3273,212,3235,123,3267,147,134,144,289,153
2036,110,3243,3281,177,3237,113,3272,143,128,127,307,141
2036,108,3239,3277,182,3231,96,3261,171,144,136,393,121
2036,108,3239,3290,135,3229,119,3260,135,114,143,368,128
2036,109,3247,3277,131,3236,130,3264,167,135,133,350,135
2036,143,3244,3278,165,3234,124,3258,126,105,112,379,116
2036,112,3246,3268,157,3237,124,3274,166,147,175,328,139
2036,115,3242,3261,148,3237,148,3264,132,131,127,368,134
2036,121,3245,3275,148,3233,117,3251,132,138,137,356,163
2036,99,3240,3285,154,3227,119,3258,130,89,156,372,128
2036,88,3232,3267,161,3226,85,3258,139,134,163,333,146
2036,131,3255,3269,144,3240,115,3249,119,144,106,390,141
2036,114,3247,3266,173,3230,95,3250,137,127,178,324,145
2036,116,3251,3272,174,3238,108,3268,131,144,114,334,133
2036,125,3249,3270,166,3242,127,3263,137,136,127,379,134
2018,126,3252,3272,153,3231,127,3263,137,155,122,351,143
2036,114,3240,3258,149,3233,123,3267,134,136,109,373,147
2036,114,3241,3275,187,3237,113,3270,158,133,121,317,150
2036,98,3240,3259,117,3232,99,3245,106,108,131,361,125
2036,96,3235,3257,169,3224,107,3237,91,96,124,301,138
2036,116,3243,3286,189,3234,133,3272,152,118,138,315,139
2036,95,3238,3272,169,3227,118,3266,120,102,107,343,161
2036,113,3239,3292,144,3237,96,3278,138,139,138,318,152
2036,140,3255,3268,175,3242,117,3264,151,143,154,391,142
2004,75,3237,3257,152,3232,115,3269,154,118,126,329,113
2036,98,3232,3254,185,3228,96,3249,118,143,131,346,138
2036,139,3255,3273,176,3239,121,3266,136,133,113,320,133
2036,111,3234,3252,163,3226,92,3250,147,123,140,372,147
2036,104,3238,3281,140,3229,99,3258,124,148,132,338,143
2036,125,3247,3271,163,3230,126,3272,149,135,118,312,120
2036,114,3233,3283,139,3228,130,3253,132,157,141,313,134
2036,96,3234,3290,165,3229,106,3273,149,164,143,333,132
2036,117,3241,3284,191,3235,132,3263,136,110,147,329,157
2036,123,3250,3270,147,3242,124,3266,134,127,147,346,146
2036,120,3253,3286,183,3235,123,3260,133,147,126,355,138
2036,106,3241,3283,140,3237,122,3269,120,115,159,365,140
2036,129,3256,3263,175,3240,145,3257,133,139,150,337,162
2036,106,3239,3278,171,3238,121,3262,137,134,136,315,148
2028,127,3240,3280,154,3234,103,3263,128,124,145,357,131
2036,113,3245,3275,151,3240,114,3267,142,148,142,380,148
2036,121,3246,3265,172,3236,117,3264,152,111,136,352,137
2036,117,3244,3282,163,3242,127,3254,131,137,134,351,142
2036,115,3238,3274,172,3230,92,3277,128,112,151,327,148
2036,128,3253,3265,162,3241,129,3275,147,136,138,376,147
1866,105,3231,3266,160,3229,103,3241,124,111,136,333,134
2036,140,3257,3269,155,3243,136,3265,140,162,137,314,129
2036,124,3260,3279,178,3246,122,3267,152,150,127,322,146
2036,99,3235,3255,181,3235,102,3255,102,113,124,386,115
2036,141,3245,3266,165,3233,123,3265,121,118,147,325,141
2036,139,3248,3280,142,3236,137,3252,126,157,132,358,155
2036,93,3234,3267,151,3229,100,3260,141,113,114,345,163
2036,100,3245,3274,200,3238,128,3253,128,116,144,358,150
2036,110,3242,3278,154,3231,121,3266,131,138,124,314,129
2036,108,3246,3270,188,3233,108,3265,132,135,145,347,135
2036,125,3249,3286,152,3241,112,3279,137,145,136,341,143
2036,102,3237,3284,196,3232,128,3250,116,151,151,300,158
2036,147,3249,3270,178,3241,121,3269,155,145,118,296,137
2036,120,3236,3268,125,3228,108,3258,117,118,103,384,148
2036,134,3247,3274,177,3242,117,3287,148,126,152,390,139
2036,121,3237,3267,174,3225,107,3251,117,122,103,382,129
2036,101,3245,3284,198,3234,95,3272,131,126,114,370,139
2036,83,3238,3252,198,3238,90,3256,143,150,150,322,140
2036,92,3243,3263,169,3234,108,3246,123,97,154,342,110
2036,104,3245,3274,160,3238,121,3274,142,135,125,381,141
2036,112,3247,3265,158,3238,110,3265,126,124,135,343,141
2036,132,3247,3278,160,3241,128,3275,143,141,160,323,127
2036,143,3245,3278,145,3238,155,3260,137,112,110,361,134
2036,112,3245,3269,168,3236,104,3263,140,129,131,313,143
2036,113,3235,3279,177,3233,107,3268,145,152,108,358,134
2036,147,3249,3267,166,3237,114,3263,138,159,124,362,133
2036,103,3241,3274,162,3237,97,3261,124,134,123,356,140
2036,139,3234,3251,189,3226,101,3253,140,114,143,361,148
2036,99,3234,3263,174,3230,100,3247,121,126,125,306,105
2036,116,3254,3275,141,3244,119,3274,140,140,121,337,127
2036,121,3245,3289,168,3238,111,3257,114,124,134,332,132
2036,108,3251,3255,167,3245,142,3276,129,136,154,398,134
2036,102,3234,3270,154,3234,111,3274,141,133,114,330,135
2036,88,3237,3275,203,3234,117,3260,134,139,113,430,125
2036,131,3256,3281,181,3247,137,3278,138,148,117,336,143
2036,82,3235,3267,164,3227,96,3254,180,123,116,310,136
2036,111,3236,3286,153,3229,107,3255,137,112,128,323,137
2036,103,3245,3283,195,3237,109,3264,151,117,118,333,131
2036,101,3242,3275,157,3236,126,3263,139,151,170,407,122
2036,113,3257,3272,175,3244,104,3264,122,135,155,328,144
2036,105,3248,3275,172,3243,135,3268,144,126,118,335,148
2036,103,3243,3268,167,3231,114,3262,126,120,132,339,114
2036,121,3246,3273,142,3238,138,3256,133,134,124,368,120
2036,128,3240,3271,138,3230,126,3257,129,141,149,362,140
2036,93,3241,3292,181,3238,112,3248,114,134,152,355,109
1988,103,3251,3283,168,3246,121,3262,133,127,153,384,131
2036,108,3245,3272,152,3240,118,3257,109,128,129,451,128
2036,93,3228,3255,189,3220,108,3240,126,151,127,317,140
2036,123,3249,3280,181,3236,118,3261,128,121,126,341,136
2036,128,3237,3274,137,3237,106,3253,129,131,145,331,141
2036,104,3241,3267,171,3232,131,3273,149,161,130,338,146
2036,129,3250,3270,202,3240,126,3253,108,131,135,357,116
2036,115,3240,3269,179,3234,118,3273,140,132,132,363,139
2036,108,3229,3259,171,3224,89,3250,112,112,104,371,154
2036,123,3251,3273,176,3238,138,3261,133,140,125,346,143
2036,103,3238,3285,168,3231,96,3260,124,125,117,348,123
1928,109,3242,3288,183,3232,100,3265,163,125,131,341,158
2036,112,3243,3271,170,3240,107,3260,124,137,128,338,152
2036,109,3241,3255,166,3236,125,3254,127,134,146,347,146
2036,121,3248,3275,180,3231,114,3253,139,119,151,339,167
2036,110,3241,3283,183,3240,134,3279,143,161,161,370,147
2036,121,3237,3277,128,3230,103,3259,135,121,134,326,133
2036,99,3244,3275,174,3240,139,3272,157,120,163,320,126
2036,106,3238,3265,141,3231,106,3263,133,96,106,346,139
2036,105,3239,3257,182,3237,92,3271,156,130,147,408,140
2036,84,3239,3276,157,3231,125,3263,144,154,121,331,146
2036,96,3248,3260,171,3235,115,3255,113,120,131,327,138
2036,110,3244,3292,161,3240,121,3260,125,142,125,351,145
2036,98,3238,3270,177,3237,109,3270,139,155,139,391,154
2028,89,3232,3261,145,3232,116,3249,109,130,110,380,135
2036,117,3228,3251,161,3222,109,3258,160,149,127,328,142
2036,108,3242,3277,148,3239,117,3275,205,145,144,344,137
2034,112,3252,3270,162,3236,132,3262,128,130,144,397,139
2036,104,3237,3271,155,3233,113,3256,122,115,145,318,141
2036,89,3231,3263,125,3227,116,3241,126,93,106,309,120
2032,114,3240,3262,168,3235,122,3260,127,117,144,324,159
2036,118,3252,3254,149,3232,130,3264,154,124,146,366,123
2036,93,3236,3265,193,3221,126,3250,154,130,123,354,153
2036,115,3239,3270,178,3233,99,3252,105,109,141,326,128
2024,105,3230,3284,143,3226,114,3250,140,168,126,408,127
2036,111,3239,3260,150,3231,120,3255,126,121,145,336,124
2036,91,3241,3270,196,3236,116,3260,144,140,154,407,132
2036,115,3242,3268,191,3234,104,3265,184,180,111,322,155
2036,95,3237,3262,164,3229,105,3271,131,124,130,347,145
2036,116,3242,3262,154,3239,119,3272,131,113,170,361,138
2036,150,3244,3290,199,3230,122,3278,151,133,151,305,146
2036,93,3239,3291,157,3235,127,3275,167,138,116,361,142
2036,90,3222,3262,153,3221,94,3229,123,112,139,310,133
2036,112,3249,3263,165,3240,133,3279,160,126,138,366,146
2036,101,3242,3278,131,3233,123,3269,158,124,135,367,131
2036,103,3247,3285,168,3244,118,3270,128,126,105,428,152
2036,129,3248,3273,160,3242,113,3272,146,144,124,318,136
2036,107,3241,3271,185,3236,112,3269,143,128,119,349,135
2036,103,3236,3264,197,3229,136,3253,140,130,123,368,148
2036,92,3233,3291,184,3227,109,3253,137,123,137,337,135
2036,121,3236,3255,182,3228,108,3268,162,117,126,340,144
1976,94,3238,3286,167,3234,121,3254,119,120,120,343,154
2036,87,3237,3271,171,3236,118,3255,119,142,137,346,156
2036,101,3232,3280,183,3233,104,3246,109,156,136,322,144
2036,140,3251,3265,177,3239,130,3261,149,154,156,359,128
2036,95,3238,3275,172,3234,103,3251,127,141,117,389,151
2028,90,3243,3282,154,3232,103,3264,149,130,152,322,122
2036,101,3245,3281,175,3240,109,3256,117,119,161,320,143
1808,87,3232,3260,187,3228,101,3245,144,134,117,361,191
2036,109,3242,3269,180,3234,94,3256,121,115,136,366,147
2036,110,3244,3277,159,3232,128,3251,117,125,125,318,139
2036,97,3235,3261,149,3230,107,3262,181,142,123,380,136
2036,107,3246,3277,156,3233,102,3259,126,116,135,357,139
2036,122,3256,3261,149,3238,122,3262,130,130,155,320,127
2036,137,3246,3271,163,3242,146,3274,147,136,160,336,142
2036,93,3239,3272,180,3234,104,3249,121,127,140,335,143
2036,105,3245,3257,146,3241,116,3271,136,110,124,333,131
2028,107,3250,3286,153,3243,100,3264,167,145,151,469,158
2036,152,3253,3274,158,3237,131,3260,116,136,116,376,138
2036,141,3252,3272,183,3243,135,3262,138,136,141,329,129
2024,131,3245,3290,154,3240,116,3263,157,146,136,363,135
2036,99,3236,3261,157,3236,94,3255,123,165,127,333,132
2036,107,3243,3271,151,3238,137,3258,125,135,143,358,121
2036,86,3229,3269,143,3223,87,3241,136,121,125,395,134
2036,112,3244,3278,169,3241,113,3256,113,139,141,308,147
2004,124,3250,3277,183,3235,118,3274,149,118,125,350,143
2036,106,3240,3268,173,3234,115,3260,124,145,124,424,131
2036,124,3249,3275,182,3241,137,3254,120,154,118,384,145
2036,121,3248,3266,146,3240,127,3265,128,122,139,370,133
2036,124,3248,3262,152,3241,136,3284,157,130,129,385,134
2036,114,3240,3262,159,3236,107,3266,140,145,128,400,116
2036,120,3242,3266,202,3229,121,3245,104,147,129,324,115
2036,120,3246,3270,140,3244,128,3257,110,148,116,422,137
2036,98,3244,3266,147,3237,111,3258,107,120,136,356,126
2036,114,3247,3271,187,3238,119,3274,150,138,146,366,123
2036,98,3239,3292,206,3236,116,3259,116,158,142,354,133
2036,135,3249,3282,157,3245,102,3271,138,140,161,341,138
2036,104,3237,3264,152,3224,112,3247,112,119,136,348,133
2032,102,3240,3273,196,3236,114,3255,110,138,129,324,158
2036,114,3249,3250,170,3239,115,3260,146,106,141,335,149
2036,103,3240,3270,143,3237,111,3257,119,128,161,364,146
2036,107,3240,3276,183,3232,97,3256,139,159,128,314,139
2036,99,3237,3273,190,3232,115,3259,120,119,130,389,139
2036,97,3242,3251,209,3232,110,3266,110,134,160,354,135
2036,116,3250,3277,178,3247,139,3262,117,139,128,377,163
2036,110,3242,3256,132,3237,114,3251,114,101,136,338,146
2034,106,3230,3270,195,3224,98,3239,115,162,123,319,158
2036,95,3238,3266,113,3229,97,3255,124,133,111,329,165
2036,124,3240,3282,154,3227,112,3255,129,148,126,368,125
2036,101,3245,3286,166,3241,116,3263,126,112,124,369,125
2036,128,3254,3262,142,3239,125,3255,129,126,147,337,113
2036,103,3237,3255,165,3234,118,3268,165,140,143,387,133
2036,113,3256,3278,181,3237,128,3266,119,138,144,356,159
2036,91,3233,3300,151,3233,118,3269,145,124,143,342,139
2036,106,3242,3279,192,3232,104,3272,155,153,158,327,149
2036,100,3240,3271,137,3227,106,3265,185,100,117,322,114
2036,125,3248,3264,182,3241,123,3267,145,149,134,337,160
2036,120,3248,3271,198,3244,123,3266,144,119,136,356,162
2036,101,3236,3283,162,3235,108,3261,128,124,156,336,122
2036,141,3252,3277,152,3241,113,3269,172,160,130,331,150
2036,110,3248,3282,152,3238,117,3264,140,108,136,332,149
2036,117,3243,3280,164,3234,102,3253,127,146,130,303,150
2036,112,3245,3278,154,3236,102,3268,144,125,125,292,132
2036,108,3243,3278,145,3234,137,3253,127,131,150,366,143
2036,130,3235,3249,128,3222,119,3259,116,123,139,357,123
2036,102,3237,3263,136,3231,128,3256,104,148,120,368,139
2036,104,3239,3266,169,3238,130,3253,121,153,140,286,122
2036,100,3246,3268,190,3235,123,3255,147,123,133,340,130
2036,100,3233,3271,149,3230,101,3266,128,147,136,352,140
2036,98,3231,3276,162,3226,93,3249,155,148,114,328,139
2036,111,3241,3253,197,3232,102,3262,160,119,136,393,152
2032,121,3236,3268,167,3231,109,3249,116,113,139,374,129
2036,92,3240,3279,191,3235,123,3263,130,144,149,308,138
2036,119,3244,3261,164,3239,118,3256,133,126,136,338,129
2034,109,3243,3266,190,3232,95,3270,136,148,156,328,145
2036,92,3233,3278,169,3230,102,3256,125,105,122,377,145
2036,102,3228,3280,175,3229,95,3253,128,122,123,341,131
2036,106,3240,3268,194,3229,105,3286,164,157,137,328,131
2036,102,3236,3275,163,3234,131,3270,162,134,137,323,130
2036,99,3246,3271,169,3234,110,3273,132,131,140,364,131
2032,78,3230,3264,136,3226,86,3257,130,103,140,321,144
2036,108,3243,3274,167,3243,121,3271,145,143,133,332,119
2036,106,3240,3270,162,3237,126,3254,129,120,138,355,150
2036,127,3253,3263,173,3244,118,3277,144,130,137,341,150
2036,97,3241,3267,179,3236,106,3249,117,111,125,316,143
2036,112,3244,3269,154,3234,122,3266,144,126,138,310,136
2036,110,3248,3282,163,3231,115,3263,135,126,139,333,133
2036,114,3248,3263,155,3238,111,3275,133,128,142,337,144
2036,126,3252,3291,158,3240,124,3268,137,131,155,390,133
2036,89,3239,3257,135,3234,104,3249,132,100,119,333,121
2036,136,3252,3277,162,3240,117,3263,130,134,161,410,145
2036,112,3247,3268,210,3231,134,3255,127,128,119,441,141
2036,109,3248,3251,146,3237,123,3259,156,176,114,393,134
2036,105,3238,3255,145,3237,120,3273,178,154,117,369,152
2000,93,3224,3281,197,3227,106,3245,123,104,143,362,114
2036,103,3237,3255,188,3228,113,3260,128,121,117,286,142
2036,126,3252,3268,153,3235,143,3266,162,138,131,339,172
2036,121,3248,3284,170,3245,122,3257,142,129,118,324,167
2036,115,3242,3272,158,3232,120,3266,139,130,123,359,158
2036,112,3237,3260,143,3233,97,3249,105,121,112,338,124
2036,91,3235,3278,151,3229,119,3241,112,122,129,339,149
2036,97,3240,3269,152,3231,97,3247,92,124,161,366,121
2036,104,3245,3282,158,3235,136,3248,99,122,135,309,140
2036,123,3248,3286,138,3237,117,3272,144,116,146,312,148
2036,125,3249,3271,152,3238,94,3255,129,136,129,318,144
2036,111,3237,3270,179,3236,123,3269,127,145,122,381,145
2036,91,3236,3290,156,3231,110,3246,108,101,127,331,139
2036,133,3237,3272,162,3233,128,3256,133,131,143,317,141
2036,108,3239,3263,170,3235,118,3257,113,131,142,285,157
2036,140,3242,3271,171,3233,107,3275,128,119,140,324,121
2036,132,3257,3268,167,3250,152,3285,172,168,144,359,132
1978,106,3241,3271,150,3231,120,3248,130,142,126,353,126
2036,121,3247,3270,190,3239,113,3268,132,124,140,334,148
2036,121,3248,3284,197,3242,119,3284,148,157,159,296,153
2036,102,3235,3270,177,3231,112,3264,153,128,144,335,162
2036,120,3245,3267,148,3236,109,3260,144,143,143,417,132
2036,123,3251,3276,154,3242,141,3251,115,136,135,316,120
2036,112,3246,3279,205,3243,129,3262,126,155,129,390,145
2036,147,3239,3272,202,3234,96,3273,137,156,162,348,173
2036,125,3240,3261,161,3233,134,3262,168,123,154,303,138
2036,110,3246,3292,181,3234,98,3294,160,158,104,332,147
2036,108,3243,3252,172,3233,120,3258,164,121,148,331,137
2036,132,3247,3255,161,3244,115,3264,112,136,113,328,156
