qiskit,shp_reduced,gleinig
1013,51425,26373
1013,50575,27024
1013,49433,27011
1013,51814,27037
1013,51063,26806
1013,49683,27055
1013,50232,26939
1013,47849,27067
1013,49900,26680
1013,51776,26488
1013,50442,26867
1013,50819,26661
1013,51540,26559
1013,49954,26761
1013,48674,26641
1013,50696,26911
1013,50644,26855
1013,53605,26678
1013,51209,26693
1013,50960,26607
1013,50987,26791
1013,51255,26594
1013,48984,27613
1013,52112,26859
1013,49334,26809
1013,52637,26868
1013,50777,27404
1013,50219,26612
1013,49206,26592
1013,48812,27053
1013,50290,27194
1013,51269,27014
1013,52316,26613
1013,51552,27036
1013,49379,26879
1013,53421,26228
1013,51144,26760
1013,49695,27105
1013,52056,26438
1013,50939,26475
1013,49476,26665
1013,48520,26623
1013,51917,26594
1013,51721,26831
1013,50526,26818
1013,49899,27205
1013,48259,26717
1013,49543,26479
1013,52637,26654
1013,48455,26907
1013,49132,26798
1013,49776,26808
1013,49552,26582
1013,48233,27314
1013,52367,26587
1013,52374,26791
1013,50241,26591
1013,50115,27230
1013,51454,26736
1013,50976,26713
1013,50808,27061
1013,49915,26738
1013,52360,26471
1013,52958,26551
1013,50341,27095
1013,52016,27291
1013,54076,26767
1013,48365,27497
1013,50107,26825
1013,52323,26800
1013,52377,26490
1013,52880,26805
1013,50958,26612
1013,51638,27429
1013,49776,26574
1013,51379,26927
1013,50921,27097
1013,50483,26793
1013,52151,26819
1013,52013,26719
1013,49722,26811
1013,51437,27122
1013,52678,27198
1013,52676,26628
1013,50686,26518
1013,51700,26724
1013,52452,26972
1013,52658,26985
1013,50556,26956
1013,52373,26554
1013,50331,26873
1013,50649,26981
1013,53152,26473
1013,51101,27211
1013,51788,26440
1013,50616,26615
1013,52756,26851
1013,51965,26415
1013,49148,26972
1013,51665,27175
1013,50139,26806
1013,50838,26963
1013,50549,26711
1013,51939,26827
1013,49478,26613
1013,50112,26944
1013,50920,26777
1013,52187,27115
1013,49978,26851
1013,49150,26932
1013,49506,26933
1013,52304,27063
1013,52408,27216
1013,49324,26727
1013,50310,27120
1013,50520,26788
1013,49111,26688
1013,53814,26557
1013,51878,26936
1013,50737,26670
1013,50373,26660
1013,49666,27429
1013,53764,26616
1013,51165,26638
1013,52353,26554
1013,50590,27323
1013,51382,26537
1013,53314,26981
1013,48748,25973
1013,52156,26754
1013,52209,27019
1013,51642,26930
1013,50638,27130
1013,51783,26911
1013,51842,27315
1013,51943,26563
1013,51365,26593
1013,51106,27179
1013,49878,26551
1013,50351,27018
1013,51397,26807
1013,50078,27206
1013,51643,26980
1013,52584,26482
1013,51783,26576
1013,52415,27341
1013,50878,26575
1013,51084,26853
1013,54066,26774
1013,52264,26782
1013,52114,26921
1013,49940,27008
1013,48840,26877
1013,50964,26659
1013,49154,26796
1013,52641,26716
1013,50094,26649
1013,53955,26465
1013,52386,26756
1013,51978,26773
1013,49301,26827
1013,51899,26670
1013,50988,27045
1013,50490,27081
1013,51183,27004
1013,50371,26793
1013,52146,27204
1013,51866,27537
1013,49997,27201
1013,52109,26857
1013,50696,26874
1013,49264,27071
1013,50985,27203
1013,51133,27172
1013,50155,26475
1013,52668,26699
1013,51112,26852
1013,50989,26650
1013,48267,27114
1013,51539,27245
1013,47390,27172
1013,51295,27238
1013,51482,26704
1013,51730,27165
1013,53157,27010
1013,50388,26991
1013,51507,26870
1013,51292,26818
1013,51197,27071
1013,52442,26833
1013,53605,27017
1013,51138,26765
1013,52353,26633
1013,49048,27061
1013,49423,27329
1013,51438,26519
1013,50464,27056
1013,51118,26843
1013,50880,26749
1013,49873,27030
1013,49743,26773
1013,50510,26794
1013,49839,26667
1013,50806,26620
1013,52266,27026
1013,49787,26607
1013,51181,26662
1013,52530,26729
1013,49671,26720
1013,50840,26828
1013,50899,26260
1013,52504,26876
1013,50555,26802
1013,53319,27076
1013,50815,26596
1013,51191,26978
1013,50232,27256
1013,50949,27120
1013,52909,27405
1013,50877,26274
1013,53457,27033
1013,48652,27279
1013,52268,26698
1013,49242,26876
1013,51168,26830
1013,51440,27123
1013,50362,27211
1013,53395,27291
1013,50161,27096
1013,51477,27504
1013,50539,26817
1013,50467,27209
1013,51190,26816
1013,50005,27335
1013,53306,27120
1013,50737,26540
1013,52235,27253
1013,49740,27076
1013,52041,27053
1013,51383,26653
1013,51295,27165
1013,50740,26827
1013,50283,26570
1013,51760,26479
1013,51061,26937
1013,51664,26712
1013,49631,26568
1013,48183,26473
1013,49221,27295
1013,49615,26927
1013,51517,26734
1013,48154,26875
1013,51989,27634
1013,51783,26520
1013,51622,27067
1013,49854,26797
1013,48368,26400
1013,49152,26811
1013,51662,26648
1013,53156,26780
1013,50046,27373
1013,50386,27017
1013,51033,26756
1013,51976,26459
1013,51573,27052
1013,51322,27400
1013,50448,26648
1013,49629,26749
1013,51848,26917
1013,49726,27035
1013,48252,26869
1013,53724,26757
1013,51743,26930
1013,52664,26890
1013,50459,26603
1013,51248,26528
1013,51082,26809
1013,52768,26479
1013,51803,26758
1013,51297,26782
1013,50999,26596
1013,51598,26590
1013,49073,26462
1013,50789,26509
1013,51862,26407
1013,50102,26987
1013,53679,26780
1013,50814,26893
1013,48446,26904
1013,51906,26907
1013,53712,26589
1013,51720,26813
1013,48876,27158
1013,49236,26515
1013,51075,26605
1013,49503,26547
1013,50292,27261
1013,52198,26616
1013,52534,27176
1013,49095,26924
1013,49015,26913
1013,51589,27216
1013,52368,27314
1013,51245,26313
1013,50961,27142
1013,50651,26114
1013,49407,26680
1013,51476,26756
1013,51522,26340
1013,50992,27011
1013,51582,26649
1013,52057,27273
1013,49874,27183
1013,50407,26874
1013,48717,26735
1013,51244,27022
1013,51295,27214
1013,50611,27085
1013,52424,27073
1013,51797,26434
1013,53564,27011
1013,49445,27145
1013,51363,27049
1013,50211,27296
1013,50824,27386
1013,51339,27243
1013,52860,26598
1013,51632,26759
1013,49588,27021
1013,50023,27079
1013,52539,27293
1013,52971,26620
1013,50977,26601
1013,52113,26520
1013,51690,26690
1013,52362,26919
1013,50507,26664
1013,50654,26927
1013,50812,26944
1013,49607,26717
1013,50969,26697
1013,50975,27252
1013,50019,26605
1013,48902,27020
1013,49899,27215
1013,53065,26791
1013,52532,27260
1013,52020,27043
1013,50002,26465
1013,50404,26598
1013,48991,26843
1013,51758,27368
1013,51263,26969
1013,51622,26991
1013,53765,26885
1013,52307,27058
1013,51645,26779
1013,50261,26936
1013,50504,26155
1013,50940,26918
1013,50263,26999
1013,52454,27070
1013,51394,26802
1013,51463,26641
1013,51477,26861
1013,51639,26556
1013,50977,26740
1013,50244,26937
1013,51556,27032
1013,51718,26785
1013,48207,27200
1013,51052,26970
1013,51505,27218
1013,50157,26669
1013,50396,26443
1013,52571,26443
1013,51979,27716
1013,53879,26800
1013,51109,26626
1013,52912,26598
1013,52270,27010
1013,49788,26666
1013,50127,26336
1013,52369,26722
1013,51813,26684
1013,49579,26636
1013,52534,26840
1013,49572,27014
1013,50547,27089
1013,50775,25885
1013,51191,26694
1013,51582,26659
1013,51393,27253
1013,51367,27284
1013,50953,27454
1013,48566,27009
1013,51074,26537
1013,50814,27246
1013,50030,26816
1013,51521,26618
1013,52263,26851
1013,50762,26877
1013,53600,26906
1013,50969,27193
1013,50064,26554
1013,50693,26989
1013,49026,27055
1013,50233,26671
1013,51640,27002
1013,51014,27024
1013,51450,26925
1013,50662,27263
1013,50658,26845
1013,50277,26543
1013,51025,27483
1013,51464,26687
1013,50970,26689
1013,53321,26668
1013,50026,26780
1013,50174,26747
1013,51906,26899
1013,52442,26403
1013,50654,26924
1013,52157,26982
1013,48329,26550
1013,50281,26661
1013,51196,27148
1013,49733,27278
1013,48031,26786
1013,50930,26219
1013,50702,27230
1013,52532,27044
1013,50479,27053
1013,50839,27247
1013,51430,27118
1013,50935,27138
1013,50333,26346
1013,51169,26914
1013,52055,27365
1013,50296,26688
1013,52742,26788
1013,51214,27371
1013,51326,26921
1013,50580,26756
1013,50664,26871
1013,51612,26889
1013,50774,27444
1013,50276,26476
1013,52349,26546
1013,52701,26914
1013,52604,26847
1013,51484,27113
1013,52798,26577
1013,52247,27202
1013,52541,26742
1013,51958,27067
1013,49234,27303
1013,50550,27256
1013,50591,26569
1013,50674,26471
1013,51734,27036
1013,51859,26856
1013,49963,27264
1013,51311,26418
1013,51321,26911
1013,51388,26525
1013,50533,26446
1013,51613,26795
1013,52624,26867
1013,51658,26911
1013,48445,26689
1013,50720,26738
1013,50800,27157
1013,51818,26805
1013,51345,26480
1013,49569,26787
1013,51763,26508
1013,52597,26614
1013,49381,26561
1013,52526,27065
1013,51278,26767
1013,51019,26884
1013,50492,26841
1013,51333,27023
1013,49609,26767
1013,50680,26893
1013,47692,27093
1013,49243,26757
1013,49458,27131
1013,50187,27186
1013,49972,27174
1013,52153,26432
1013,51170,26948
1013,50401,26627
1013,51925,26723
1013,51604,26797
1013,51787,26649
1013,49777,27074
1013,50901,26979
1013,52376,27131
1013,50389,26432
1013,49675,27100
1013,50863,26604
1013,51345,26858
1013,50165,26538
1013,51266,27093
1013,49340,27014
1013,49508,27113
1013,48743,26736
1013,50904,26682
1013,50400,27124
1013,49256,27042
1013,53557,26501
1013,52662,27358
1013,50480,26569
1013,52182,27057
1013,53495,26917
1013,50989,26691
1013,51604,26455
1013,51366,27046
1013,50425,26776
1013,50460,26965
1013,50287,27301
1013,50588,26802
1013,51060,26959
1013,49339,27007
1013,50673,26376
1013,50727,27043
1013,52092,26312
1013,51300,26740
1013,52118,26216
1013,49617,26392
1013,49878,26482
1013,51125,26660
1013,52327,27624
1013,52012,26457
1013,48485,27092
1013,51702,26577
1013,50776,26495
1013,51988,26609
1013,51157,27035
1013,51488,26500
1013,51538,27048
1013,51363,26618
1013,51967,26920
1013,51056,26395
1013,51410,26482
1013,49422,26686
1013,50353,27250
1013,50023,27083
1013,49888,26598
1013,49199,27048
1013,52910,26830
1013,53182,26757
1013,51263,26720
1013,48188,26982
1013,52131,27096
1013,50366,27050
1013,53021,26745
1013,49139,26890
1013,50097,26877
1013,49798,26452
1013,49667,26816
1013,49952,26858
1013,49178,26791
1013,52158,27089
1013,52198,26826
1013,49577,26892
1013,51415,26591
1013,51386,26329
1013,51207,26855
1013,52790,26980
1013,53151,26767
1013,51930,26720
1013,50868,26636
1013,49151,26500
1013,47124,27371
1013,51969,27092
1013,52078,26911
1013,52527,26882
1013,51133,27197
1013,50035,26719
1013,51211,26601
1013,50130,27034
1013,52000,26842
1013,51417,27083
1013,52660,27238
1013,51208,26476
1013,54177,26885
1013,51350,26941
1013,50733,26536
1013,49516,26633
1013,50754,26553
1013,50746,26769
1013,51832,27239
1013,49708,26862
1013,51185,26766
1013,50911,26565
1013,51045,26922
1013,50932,26413
1013,47447,26874
1013,52480,26477
1013,50866,26760
1013,53822,26688
1013,51932,26807
1013,50198,26288
1013,50111,26978
1013,49541,26949
1013,49423,26271
1013,51598,27099
1013,52362,26725
1013,49497,26540
1013,47963,26706
1013,49842,26643
1013,50679,26515
1013,50273,26810
1013,50571,26406
1013,49591,26970
1013,48844,26767
1013,50912,27080
1013,51131,26775
1013,50355,27341
1013,50980,26982
1013,50608,26230
1013,52497,26674
1013,51715,27428
1013,52463,26619
1013,51541,26878
1013,50441,26405
1013,49986,26689
1013,52231,26951
1013,52430,26566
1013,52296,26642
1013,52773,26518
1013,50943,27444
1013,48214,27205
1013,50827,27160
1013,49272,27259
1013,52824,26915
1013,51127,26846
1013,51671,27216
1013,51411,27092
1013,49585,27184
1013,51818,27212
1013,53535,26711
1013,52669,26912
1013,50419,26814
1013,52003,27136
1013,52692,26590
1013,49193,27145
1013,48872,27043
1013,50764,26660
1013,51250,26746
1013,50650,27312
1013,50116,27169
1013,52499,26473
1013,51309,27176
1013,51882,26867
1013,51745,26395
1013,53105,26815
1013,51368,26961
1013,50710,26157
1013,51444,27066
1013,50919,27117
1013,52842,26934
1013,52027,26676
1013,50870,26875
1013,52525,27218
1013,52101,26753
1013,52131,27333
1013,52463,26973
1013,48749,26782
1013,50305,27198
1013,50074,27181
1013,50618,27009
1013,50429,27232
1013,51524,26696
1013,50421,26944
1013,51039,26716
1013,50649,26902
1013,50181,26954
1013,51883,27273
1013,50640,26866
1013,49330,27208
1013,50198,27310
1013,50716,26840
1013,51451,26843
1013,50828,27133
1013,51276,26640
1013,48750,26672
1013,52289,27150
1013,51903,26540
1013,54615,27016
1013,51359,26395
1013,53540,26803
1013,50955,26844
1013,48362,27024
1013,50422,27621
1013,51080,27235
1013,50480,26845
1013,50155,26662
1013,49915,26890
1013,52843,27379
1013,51855,26608
1013,51230,26635
1013,50208,26932
1013,50394,26576
1013,50483,27109
1013,50248,26898
1013,52555,26687
1013,51536,26360
1013,51244,27372
1013,51601,27186
1013,52142,26632
1013,51371,26814
1013,51984,26613
1013,51016,26371
1013,50611,26440
1013,50065,27497
1013,49405,27314
1013,49801,27575
1013,49919,26972
1013,50403,27179
1013,53531,26687
1013,50256,26616
1013,51557,26769
1013,52076,26830
1013,49556,26618
1013,50720,26646
1013,51212,26700
1013,50236,26492
1013,50030,27084
1013,50251,26747
1013,51368,27006
1013,50017,27365
1013,52216,26985
1013,52217,26987
1013,50271,27065
1013,48742,26669
1013,48861,26680
1013,52105,26605
1013,50409,26243
1013,50821,26550
1013,50958,26769
1013,51627,26410
1013,51309,26801
1013,49374,26499
1013,50488,27054
1013,50240,27245
1013,51436,26539
1013,50514,26676
1013,52509,26559
1013,51796,26635
1013,49566,26728
1013,51327,26608
1013,50752,27021
1013,51774,26597
1013,53319,26814
1013,51655,26618
1013,51629,26950
1013,53097,27044
1013,51791,27298
1013,49719,27455
1013,52579,26852
1013,51315,27207
1013,48690,26745
1013,49150,27443
1013,49494,27026
1013,49750,26142
1013,50551,26727
1013,54130,26536
1013,52495,26569
1013,48826,26507
1013,53575,26767
1013,50790,26608
1013,47272,26991
1013,53353,26595
